,head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time,puid_num_responses,num_responses
255,20,28,23,28,Random,-9999.0,63c66e0de93dd1c0,1.4429998397827148,0.127000093460083,1657610049.194,23,Turtle,Shovel,Salamander,Turtle,Shovel,Turtle,Shovel,Salamander,Turtle,Shovel,2112.501653432846,2022-07-12T07:14:09.194000,1657607936.6923466,9,256
256,24,4,6,4,Random,-9999.0,63c66e0de93dd1c0,1.1389999389648438,0.0740001201629638,1657610050.403,6,Boa python,Chameleon,Snake,Boa python,Chameleon,Boa python,Chameleon,Snake,Boa python,Chameleon,2113.7106535434723,2022-07-12T07:14:10.403000,1657607936.6923466,10,257
257,24,13,11,11,Random,-9999.0,63c66e0de93dd1c0,1.4789998531341553,0.0750000476837158,1657610051.958,13,Hammer,Gecko,Snake,Gecko,Hammer,Hammer,Gecko,Snake,Gecko,Hammer,2115.265653371811,2022-07-12T07:14:11.958000,1657607936.6923466,11,258
258,27,28,8,28,Random,-9999.0,63c66e0de93dd1c0,1.2319998741149902,0.06600022315979,1657610053.259,8,Turtle,Cobra,Tortoise,Turtle,Cobra,Turtle,Cobra,Tortoise,Turtle,Cobra,2116.5666534900665,2022-07-12T07:14:13.259000,1657607936.6923466,12,259
259,18,5,24,5,Random,-9999.0,63c66e0de93dd1c0,2.1439998149871826,0.0740001201629638,1657610055.541,24,Caiman,Snake,Oil can,Caiman,Snake,Caiman,Snake,Oil can,Caiman,Snake,2118.848653316498,2022-07-12T07:14:15.541000,1657607936.6923466,13,260
260,23,7,0,7,Random,-9999.0,63c66e0de93dd1c0,1.3380000591278076,0.1380000114440918,1657610056.95,0,Chisel,Alligator,Shovel,Chisel,Alligator,Chisel,Alligator,Shovel,Chisel,Alligator,2120.257653474808,2022-07-12T07:14:16.950000,1657607936.6923466,14,261
261,19,27,9,9,Random,-9999.0,bcb51866f919fb73,8.565999984741211,0.184999942779541,1657610057.367,27,Tortoise,Crocodile,Paint brush,Crocodile,Tortoise,Tortoise,Crocodile,Paint brush,Crocodile,Tortoise,2120.674653530121,2022-07-12T07:14:17.367000,1657607936.6923466,48,262
262,24,20,9,20,Random,-9999.0,63c66e0de93dd1c0,1.4179999828338623,0.0759999752044677,1657610058.442,9,Salamander,Crocodile,Snake,Salamander,Crocodile,Salamander,Crocodile,Snake,Salamander,Crocodile,2121.749653339386,2022-07-12T07:14:18.442000,1657607936.6923466,15,263
263,19,4,9,9,Random,-9999.0,bcb51866f919fb73,2.547999858856201,0.2080001831054687,1657610060.1,4,Boa python,Crocodile,Paint brush,Crocodile,Boa python,Boa python,Crocodile,Paint brush,Crocodile,Boa python,2123.4076533317566,2022-07-12T07:14:20.100000,1657607936.6923466,49,264
264,1,5,3,5,Random,-9999.0,63c66e0de93dd1c0,1.6519999504089355,0.0740001201629638,1657610060.166,3,Caiman,Blindworm,Anvil,Caiman,Blindworm,Caiman,Blindworm,Anvil,Caiman,Blindworm,2123.473653316498,2022-07-12T07:14:20.166000,1657607936.6923466,16,265
265,24,16,27,16,Random,-9999.0,63c66e0de93dd1c0,2.0739998817443848,0.0680000782012939,1657610062.369,27,Lizard,Tortoise,Snake,Lizard,Tortoise,Lizard,Tortoise,Snake,Lizard,Tortoise,2125.6766533851624,2022-07-12T07:14:22.369000,1657607936.6923466,17,266
266,17,29,19,19,Random,-9999.0,63c66e0de93dd1c0,1.8329999446868896,0.127000093460083,1657610064.273,29,Vacuum,Paint brush,Nail,Paint brush,Vacuum,Vacuum,Paint brush,Nail,Paint brush,Vacuum,2127.580653429032,2022-07-12T07:14:24.273000,1657607936.6923466,18,267
267,5,14,19,14,Random,-9999.0,bcb51866f919fb73,5.016000032424927,0.189000129699707,1657610065.325,19,Knife,Paint brush,Caiman,Knife,Paint brush,Knife,Paint brush,Caiman,Knife,Paint brush,2128.632653474808,2022-07-12T07:14:25.325000,1657607936.6923466,50,268
268,16,13,6,6,Random,-9999.0,63c66e0de93dd1c0,1.430999994277954,0.0789999961853027,1657610065.779,13,Hammer,Chameleon,Lizard,Chameleon,Hammer,Hammer,Chameleon,Lizard,Chameleon,Hammer,2129.086653470993,2022-07-12T07:14:25.779000,1657607936.6923466,19,269
269,18,9,23,23,Random,-9999.0,63c66e0de93dd1c0,1.441999912261963,0.0659999847412109,1657610067.288,9,Crocodile,Shovel,Oil can,Shovel,Crocodile,Crocodile,Shovel,Oil can,Shovel,Crocodile,2130.5956535339355,2022-07-12T07:14:27.288000,1657607936.6923466,20,270
270,4,28,1,28,Random,-9999.0,63c66e0de93dd1c0,1.6620001792907717,0.0720000267028808,1657610069.053,1,Turtle,Anvil,Boa python,Turtle,Anvil,Turtle,Anvil,Boa python,Turtle,Anvil,2132.360653400421,2022-07-12T07:14:29.053000,1657607936.6923466,21,271
271,11,0,16,16,Random,-9999.0,63c66e0de93dd1c0,1.5389997959136963,0.1019999980926513,1657610070.665,0,Alligator,Lizard,Gecko,Lizard,Alligator,Alligator,Lizard,Gecko,Lizard,Alligator,2133.972653388977,2022-07-12T07:14:30.665000,1657607936.6923466,22,272
272,16,14,0,0,Random,-9999.0,63c66e0de93dd1c0,1.433000087738037,0.0680000782012939,1657610072.164,14,Knife,Alligator,Lizard,Alligator,Knife,Knife,Alligator,Lizard,Alligator,Knife,2135.4716534614563,2022-07-12T07:14:32.164000,1657607936.6923466,23,273
273,18,19,12,19,Random,-9999.0,bcb51866f919fb73,7.200000047683716,0.2089998722076416,1657610072.74,12,Paint brush,Grinding disk,Oil can,Paint brush,Grinding disk,Paint brush,Grinding disk,Oil can,Paint brush,Grinding disk,2136.0476534366608,2022-07-12T07:14:32.740000,1657607936.6923466,51,274
274,22,29,11,29,Random,-9999.0,63c66e0de93dd1c0,1.7380001544952393,0.0679998397827148,1657610073.966,11,Vacuum,Gecko,Screwdriver,Vacuum,Gecko,Vacuum,Gecko,Screwdriver,Vacuum,Gecko,2137.2736535072327,2022-07-12T07:14:33.966000,1657607936.6923466,24,275
275,10,11,9,11,Random,-9999.0,63c66e0de93dd1c0,2.055000066757202,0.064000129699707,1657610076.143,9,Gecko,Crocodile,Dinosaur,Gecko,Crocodile,Gecko,Crocodile,Dinosaur,Gecko,Crocodile,2139.4506533145905,2022-07-12T07:14:36.143000,1657607936.6923466,25,276
276,0,23,8,8,Random,-9999.0,bcb51866f919fb73,4.418999910354614,0.2130000591278076,1657610077.364,23,Shovel,Cobra,Alligator,Cobra,Shovel,Shovel,Cobra,Alligator,Cobra,Shovel,2140.67165350914,2022-07-12T07:14:37.364000,1657607936.6923466,52,277
277,5,27,13,13,Random,-9999.0,63c66e0de93dd1c0,1.3559999465942385,0.1280000209808349,1657610077.572,27,Tortoise,Hammer,Caiman,Hammer,Tortoise,Tortoise,Hammer,Caiman,Hammer,Tortoise,2140.879653453827,2022-07-12T07:14:37.572000,1657607936.6923466,26,278
278,13,28,18,18,Random,-9999.0,63c66e0de93dd1c0,1.380000114440918,0.0750000476837158,1657610079.027,28,Turtle,Oil can,Hammer,Oil can,Turtle,Turtle,Oil can,Hammer,Oil can,Turtle,2142.334653377533,2022-07-12T07:14:39.027000,1657607936.6923466,27,279
279,21,17,1,17,Random,-9999.0,bcb51866f919fb73,2.620999813079834,0.2190001010894775,1657610080.191,1,Nail,Anvil,Saw,Nail,Anvil,Nail,Anvil,Saw,Nail,Anvil,2143.498653411865,2022-07-12T07:14:40.191000,1657607936.6923466,53,280
280,9,26,25,26,Random,-9999.0,63c66e0de93dd1c0,1.687999963760376,0.0699999332427978,1657610080.782,25,Toad,Spanner,Crocodile,Toad,Spanner,Toad,Spanner,Crocodile,Toad,Spanner,2144.089653491974,2022-07-12T07:14:40.782000,1657607936.6923466,28,281
281,6,3,12,3,Random,-9999.0,63c66e0de93dd1c0,1.3920001983642578,0.0699999332427978,1657610082.242,12,Blindworm,Grinding disk,Chameleon,Blindworm,Grinding disk,Blindworm,Grinding disk,Chameleon,Blindworm,Grinding disk,2145.549653530121,2022-07-12T07:14:42.242000,1657607936.6923466,29,282
282,3,21,6,6,Random,-9999.0,bcb51866f919fb73,2.470999956130981,0.186000108718872,1657610082.856,21,Saw,Chameleon,Blindworm,Chameleon,Saw,Saw,Chameleon,Blindworm,Chameleon,Saw,2146.1636533737183,2022-07-12T07:14:42.856000,1657607936.6923466,54,283
283,12,11,22,22,Random,-9999.0,63c66e0de93dd1c0,1.943000078201294,0.0649998188018798,1657610084.356,11,Gecko,Screwdriver,Grinding disk,Screwdriver,Gecko,Gecko,Screwdriver,Grinding disk,Screwdriver,Gecko,2147.6636533737183,2022-07-12T07:14:44.356000,1657607936.6923466,30,284
284,9,20,22,20,Random,-9999.0,bcb51866f919fb73,2.683000087738037,0.2079999446868896,1657610085.747,22,Salamander,Screwdriver,Crocodile,Salamander,Screwdriver,Salamander,Screwdriver,Crocodile,Salamander,Screwdriver,2149.054653406143,2022-07-12T07:14:45.747000,1657607936.6923466,55,285
285,18,0,27,27,Validation,9.0,63c66e0de93dd1c0,1.8469998836517336,0.1770000457763672,1657610086.28,0,Alligator,Tortoise,Oil can,Tortoise,Alligator,Alligator,Tortoise,Oil can,Tortoise,Alligator,2149.587653398514,2022-07-12T07:14:46.280000,1657607936.6923466,31,286
286,21,4,18,18,Random,-9999.0,63c66e0de93dd1c0,1.3450000286102295,0.0799999237060546,1657610087.704,4,Boa python,Oil can,Saw,Oil can,Boa python,Boa python,Oil can,Saw,Oil can,Boa python,2151.0116534233093,2022-07-12T07:14:47.704000,1657607936.6923466,32,287
287,6,23,28,28,Random,-9999.0,63c66e0de93dd1c0,1.3450000286102295,0.0770001411437988,1657610089.126,23,Shovel,Turtle,Chameleon,Turtle,Shovel,Shovel,Turtle,Chameleon,Turtle,Shovel,2152.433653354645,2022-07-12T07:14:49.126000,1657607936.6923466,33,288
288,24,0,15,0,Random,-9999.0,bcb51866f919fb73,3.1989998817443848,0.2139999866485595,1657610089.147,15,Alligator,Lawn Mower,Snake,Alligator,Lawn Mower,Alligator,Lawn Mower,Snake,Alligator,Lawn Mower,2152.4546535015106,2022-07-12T07:14:49.147000,1657607936.6923466,56,289
289,2,5,26,5,Random,-9999.0,63c66e0de93dd1c0,1.5959999561309814,0.0669999122619628,1657610090.815,26,Caiman,Toad,Axe,Caiman,Toad,Caiman,Toad,Axe,Caiman,Toad,2154.1226534843445,2022-07-12T07:14:50.815000,1657607936.6923466,34,290
290,25,17,18,17,Random,-9999.0,bcb51866f919fb73,2.183000087738037,0.184999942779541,1657610091.532,18,Nail,Oil can,Spanner,Nail,Oil can,Nail,Oil can,Spanner,Nail,Oil can,2154.839653491974,2022-07-12T07:14:51.532000,1657607936.6923466,57,291
291,3,18,8,8,Random,-9999.0,63c66e0de93dd1c0,1.944000005722046,0.0970001220703125,1657610092.936,18,Oil can,Cobra,Blindworm,Cobra,Oil can,Oil can,Cobra,Blindworm,Cobra,Oil can,2156.243653535843,2022-07-12T07:14:52.936000,1657607936.6923466,35,292
292,28,0,21,0,Validation,10.0,bcb51866f919fb73,2.639000177383423,0.2179999351501464,1657610094.374,21,Alligator,Saw,Turtle,Alligator,Saw,Alligator,Saw,Turtle,Alligator,Saw,2157.6816534996037,2022-07-12T07:14:54.374000,1657607936.6923466,58,293
293,16,3,19,3,Random,-9999.0,63c66e0de93dd1c0,1.5959999561309814,0.1779999732971191,1657610094.606,19,Blindworm,Paint brush,Lizard,Blindworm,Paint brush,Blindworm,Paint brush,Lizard,Blindworm,Paint brush,2157.9136533737183,2022-07-12T07:14:54.606000,1657607936.6923466,36,294
294,21,2,14,2,Random,-9999.0,63c66e0de93dd1c0,1.3000001907348633,0.0739998817443847,1657610095.979,14,Axe,Knife,Saw,Axe,Knife,Axe,Knife,Saw,Axe,Knife,2159.2866535186768,2022-07-12T07:14:55.979000,1657607936.6923466,37,295
295,27,25,0,0,Random,-9999.0,bcb51866f919fb73,2.1449999809265137,0.1909999847412109,1657610096.725,25,Spanner,Alligator,Tortoise,Alligator,Spanner,Spanner,Alligator,Tortoise,Alligator,Spanner,2160.0326533317566,2022-07-12T07:14:56.725000,1657607936.6923466,59,296
296,8,11,15,11,Random,-9999.0,63c66e0de93dd1c0,1.3799998760223389,0.0729999542236328,1657610097.426,15,Gecko,Lawn Mower,Cobra,Gecko,Lawn Mower,Gecko,Lawn Mower,Cobra,Gecko,Lawn Mower,2160.73365354538,2022-07-12T07:14:57.426000,1657607936.6923466,38,297
297,10,2,16,16,Random,-9999.0,bcb51866f919fb73,1.8499999046325684,0.1980001926422119,1657610098.755,2,Axe,Lizard,Dinosaur,Lizard,Axe,Axe,Lizard,Dinosaur,Lizard,Axe,2162.062653541565,2022-07-12T07:14:58.755000,1657607936.6923466,60,298
298,1,19,20,19,Random,-9999.0,63c66e0de93dd1c0,2.2720000743865967,0.0650000572204589,1657610099.819,20,Paint brush,Salamander,Anvil,Paint brush,Salamander,Paint brush,Salamander,Anvil,Paint brush,Salamander,2163.126653432846,2022-07-12T07:14:59.819000,1657607936.6923466,39,299
299,8,16,7,16,Random,-9999.0,63c66e0de93dd1c0,1.373999834060669,0.1280000209808349,1657610101.269,7,Lizard,Chisel,Cobra,Lizard,Chisel,Lizard,Chisel,Cobra,Lizard,Chisel,2164.57665348053,2022-07-12T07:15:01.269000,1657607936.6923466,40,300
300,26,29,28,28,Random,-9999.0,bcb51866f919fb73,2.503999948501587,0.121000051498413,1657610101.403,29,Vacuum,Turtle,Toad,Turtle,Vacuum,Vacuum,Turtle,Toad,Turtle,Vacuum,2164.7106535434723,2022-07-12T07:15:01.403000,1657607936.6923466,61,301
301,2,21,14,21,Random,-9999.0,63c66e0de93dd1c0,1.1069998741149902,0.0730001926422119,1657610102.449,14,Saw,Knife,Axe,Saw,Knife,Saw,Knife,Axe,Saw,Knife,2165.7566533088684,2022-07-12T07:15:02.449000,1657607936.6923466,41,302
302,11,27,29,27,Random,-9999.0,63c66e0de93dd1c0,1.3600001335144043,0.0699999332427978,1657610103.877,29,Tortoise,Vacuum,Gecko,Tortoise,Vacuum,Tortoise,Vacuum,Gecko,Tortoise,Vacuum,2167.184653520584,2022-07-12T07:15:03.877000,1657607936.6923466,42,303
303,28,26,13,26,Random,-9999.0,bcb51866f919fb73,2.765000104904175,0.2029998302459716,1657610104.352,13,Toad,Hammer,Turtle,Toad,Hammer,Toad,Hammer,Turtle,Toad,Hammer,2167.6596534252167,2022-07-12T07:15:04.352000,1657607936.6923466,62,304
304,8,3,24,24,Random,-9999.0,63c66e0de93dd1c0,1.6589999198913574,0.0669999122619628,1657610105.603,3,Blindworm,Snake,Cobra,Snake,Blindworm,Blindworm,Snake,Cobra,Snake,Blindworm,2168.9106533527374,2022-07-12T07:15:05.603000,1657607936.6923466,43,305
305,1,0,4,0,Validation,11.0,bcb51866f919fb73,2.560999870300293,0.1930000782012939,1657610107.127,4,Alligator,Boa python,Anvil,Alligator,Boa python,Alligator,Boa python,Anvil,Alligator,Boa python,2170.434653520584,2022-07-12T07:15:07.127000,1657607936.6923466,63,306
306,19,25,22,22,Random,-9999.0,63c66e0de93dd1c0,1.4719998836517334,0.0670001506805419,1657610107.143,25,Spanner,Screwdriver,Paint brush,Screwdriver,Spanner,Spanner,Screwdriver,Paint brush,Screwdriver,Spanner,2170.4506533145905,2022-07-12T07:15:07.143000,1657607936.6923466,44,307
307,5,15,23,15,Random,-9999.0,63c66e0de93dd1c0,1.8399999141693115,0.0670001506805419,1657610109.05,23,Lawn Mower,Shovel,Caiman,Lawn Mower,Shovel,Lawn Mower,Shovel,Caiman,Lawn Mower,Shovel,2172.3576533794403,2022-07-12T07:15:09.050000,1657607936.6923466,45,308
308,6,29,25,29,Random,-9999.0,63c66e0de93dd1c0,1.8369998931884768,0.0710000991821289,1657610110.957,25,Vacuum,Spanner,Chameleon,Vacuum,Spanner,Vacuum,Spanner,Chameleon,Vacuum,Spanner,2174.26465344429,2022-07-12T07:15:10.957000,1657607936.6923466,46,309
309,6,19,3,3,Random,-9999.0,63c66e0de93dd1c0,1.439000129699707,0.0690000057220459,1657610112.466,19,Paint brush,Blindworm,Chameleon,Blindworm,Paint brush,Paint brush,Blindworm,Chameleon,Blindworm,Paint brush,2175.7736535072327,2022-07-12T07:15:12.466000,1657607936.6923466,47,310
310,7,24,23,23,Random,-9999.0,63c66e0de93dd1c0,1.2760000228881836,0.0759999752044677,1657610113.816,24,Snake,Shovel,Chisel,Shovel,Snake,Snake,Shovel,Chisel,Shovel,Snake,2177.123653411865,2022-07-12T07:15:13.816000,1657607936.6923466,48,311
311,18,8,27,27,Random,-9999.0,bcb51866f919fb73,7.787999868392944,0.2120001316070557,1657610115.115,8,Cobra,Tortoise,Oil can,Tortoise,Cobra,Cobra,Tortoise,Oil can,Tortoise,Cobra,2178.4226534366608,2022-07-12T07:15:15.115000,1657607936.6923466,64,312
312,6,20,21,20,Random,-9999.0,63c66e0de93dd1c0,1.2810001373291016,0.0709998607635498,1657610115.168,21,Salamander,Saw,Chameleon,Salamander,Saw,Salamander,Saw,Chameleon,Salamander,Saw,2178.475653409958,2022-07-12T07:15:15.168000,1657607936.6923466,49,313
313,21,26,10,10,Random,-9999.0,63c66e0de93dd1c0,1.5180001258850098,0.0679998397827148,1657610116.755,26,Toad,Dinosaur,Saw,Dinosaur,Toad,Toad,Dinosaur,Saw,Dinosaur,Toad,2180.062653541565,2022-07-12T07:15:16.755000,1657607936.6923466,50,314
314,28,8,14,8,Random,-9999.0,63c66e0de93dd1c0,1.6429998874664309,0.0690000057220459,1657610118.466,14,Cobra,Knife,Turtle,Cobra,Knife,Cobra,Knife,Turtle,Cobra,Knife,2181.7736535072327,2022-07-12T07:15:18.466000,1657607936.6923466,51,315
315,28,25,12,12,Random,-9999.0,bcb51866f919fb73,3.865999937057495,0.1970000267028809,1657610119.188,25,Spanner,Grinding disk,Turtle,Grinding disk,Spanner,Spanner,Grinding disk,Turtle,Grinding disk,Spanner,2182.4956533908844,2022-07-12T07:15:19.188000,1657607936.6923466,65,316
316,3,9,20,20,Random,-9999.0,63c66e0de93dd1c0,1.6380000114440918,0.0669999122619628,1657610120.172,9,Crocodile,Salamander,Blindworm,Salamander,Crocodile,Crocodile,Salamander,Blindworm,Salamander,Crocodile,2183.4796533584595,2022-07-12T07:15:20.172000,1657607936.6923466,52,317
317,18,12,6,12,Random,-9999.0,bcb51866f919fb73,2.9579999446868896,0.2390000820159912,1657610122.379,6,Grinding disk,Chameleon,Oil can,Grinding disk,Chameleon,Grinding disk,Chameleon,Oil can,Grinding disk,Chameleon,2185.6866533756256,2022-07-12T07:15:22.379000,1657607936.6923466,66,318
318,26,24,9,9,Random,-9999.0,63c66e0de93dd1c0,2.483999967575073,0.0699999332427978,1657610122.781,24,Snake,Crocodile,Toad,Crocodile,Snake,Snake,Crocodile,Toad,Crocodile,Snake,2186.0886533260345,2022-07-12T07:15:22.781000,1657607936.6923466,53,319
319,2,13,23,13,Random,-9999.0,63c66e0de93dd1c0,1.2759997844696045,0.1390001773834228,1657610124.149,23,Hammer,Shovel,Axe,Hammer,Shovel,Hammer,Shovel,Axe,Hammer,Shovel,2187.456653356552,2022-07-12T07:15:24.149000,1657607936.6923466,54,320
320,16,19,26,26,Random,-9999.0,bcb51866f919fb73,2.226999998092652,0.1940000057220459,1657610124.78,19,Paint brush,Toad,Lizard,Toad,Paint brush,Paint brush,Toad,Lizard,Toad,Paint brush,2188.087653398514,2022-07-12T07:15:24.780000,1657607936.6923466,67,321
321,25,28,21,28,Random,-9999.0,63c66e0de93dd1c0,1.2579998970031738,0.0710000991821289,1657610125.478,21,Turtle,Saw,Spanner,Turtle,Saw,Turtle,Saw,Spanner,Turtle,Saw,2188.7856533527374,2022-07-12T07:15:25.478000,1657607936.6923466,55,322
322,2,15,7,15,Random,-9999.0,63c66e0de93dd1c0,1.937000036239624,0.0789999961853027,1657610127.485,7,Lawn Mower,Chisel,Axe,Lawn Mower,Chisel,Lawn Mower,Chisel,Axe,Lawn Mower,Chisel,2190.79265332222,2022-07-12T07:15:27.485000,1657607936.6923466,56,323
323,17,29,21,21,Random,-9999.0,bcb51866f919fb73,2.65999984741211,0.2050001621246338,1657610127.667,29,Vacuum,Saw,Nail,Saw,Vacuum,Vacuum,Saw,Nail,Saw,Vacuum,2190.974653482437,2022-07-12T07:15:27.667000,1657607936.6923466,68,324
324,25,17,1,1,Random,-9999.0,63c66e0de93dd1c0,1.5709998607635498,0.126000165939331,1657610129.183,17,Nail,Anvil,Spanner,Anvil,Nail,Nail,Anvil,Spanner,Anvil,Nail,2192.490653514862,2022-07-12T07:15:29.183000,1657607936.6923466,57,325
325,17,15,9,15,Random,-9999.0,bcb51866f919fb73,2.124000072479248,0.2039999961853027,1657610129.977,9,Lawn Mower,Crocodile,Nail,Lawn Mower,Crocodile,Lawn Mower,Crocodile,Nail,Lawn Mower,Crocodile,2193.2846534252167,2022-07-12T07:15:29.977000,1657607936.6923466,69,326
326,28,23,0,0,Validation,12.0,63c66e0de93dd1c0,1.4509999752044678,0.0720000267028808,1657610130.713,23,Shovel,Alligator,Turtle,Alligator,Shovel,Shovel,Alligator,Turtle,Alligator,Shovel,2194.020653486252,2022-07-12T07:15:30.713000,1657607936.6923466,58,327
327,6,25,20,20,Random,-9999.0,63c66e0de93dd1c0,1.6069998741149902,0.0740001201629638,1657610132.391,25,Spanner,Salamander,Chameleon,Salamander,Spanner,Spanner,Salamander,Chameleon,Salamander,Spanner,2195.698653459549,2022-07-12T07:15:32.391000,1657607936.6923466,59,328
328,15,0,5,5,Random,-9999.0,63c66e0de93dd1c0,1.68500018119812,0.0729999542236328,1657610134.142,0,Alligator,Caiman,Lawn Mower,Caiman,Alligator,Alligator,Caiman,Lawn Mower,Caiman,Alligator,2197.4496533870697,2022-07-12T07:15:34.142000,1657607936.6923466,60,329
329,6,22,18,18,Random,-9999.0,bcb51866f919fb73,6.253999948501587,0.2829999923706054,1657610136.523,22,Screwdriver,Oil can,Chameleon,Oil can,Screwdriver,Screwdriver,Oil can,Chameleon,Oil can,Screwdriver,2199.830653429032,2022-07-12T07:15:36.523000,1657607936.6923466,70,330
330,1,9,3,9,Random,-9999.0,63c66e0de93dd1c0,2.872999906539917,0.0730001926422119,1657610137.148,3,Crocodile,Blindworm,Anvil,Crocodile,Blindworm,Crocodile,Blindworm,Anvil,Crocodile,Blindworm,2200.455653429032,2022-07-12T07:15:37.148000,1657607936.6923466,61,331
331,28,22,12,22,Random,-9999.0,63c66e0de93dd1c0,1.7999999523162842,0.1310000419616699,1657610139.023,12,Screwdriver,Grinding disk,Turtle,Screwdriver,Grinding disk,Screwdriver,Grinding disk,Turtle,Screwdriver,Grinding disk,2202.330653429032,2022-07-12T07:15:39.023000,1657607936.6923466,62,332
332,23,16,7,7,Random,-9999.0,bcb51866f919fb73,3.4260001182556152,0.2139999866485595,1657610140.153,16,Lizard,Chisel,Shovel,Chisel,Lizard,Lizard,Chisel,Shovel,Chisel,Lizard,2203.4606535434723,2022-07-12T07:15:40.153000,1657607936.6923466,71,333
333,0,21,2,21,Random,-9999.0,63c66e0de93dd1c0,1.9190001487731936,0.0739998817443847,1657610141.016,2,Saw,Axe,Alligator,Saw,Axe,Saw,Axe,Alligator,Saw,Axe,2204.323653459549,2022-07-12T07:15:41.016000,1657607936.6923466,63,334
334,14,20,9,9,Random,-9999.0,63c66e0de93dd1c0,1.8429999351501465,0.0720000267028808,1657610142.935,20,Salamander,Crocodile,Knife,Crocodile,Salamander,Salamander,Crocodile,Knife,Crocodile,Salamander,2206.242653369904,2022-07-12T07:15:42.935000,1657607936.6923466,64,335
335,12,3,10,3,Random,-9999.0,63c66e0de93dd1c0,1.5149998664855957,0.0789999961853027,1657610144.523,10,Blindworm,Dinosaur,Grinding disk,Blindworm,Dinosaur,Blindworm,Dinosaur,Grinding disk,Blindworm,Dinosaur,2207.830653429032,2022-07-12T07:15:44.523000,1657607936.6923466,65,336
336,20,16,3,16,Random,-9999.0,bcb51866f919fb73,4.859999895095825,0.187999963760376,1657610145.223,3,Lizard,Blindworm,Salamander,Lizard,Blindworm,Lizard,Blindworm,Salamander,Lizard,Blindworm,2208.530653476715,2022-07-12T07:15:45.223000,1657607936.6923466,72,337
337,28,25,3,3,Random,-9999.0,63c66e0de93dd1c0,1.5300002098083496,0.0729999542236328,1657610146.152,25,Spanner,Blindworm,Turtle,Blindworm,Spanner,Spanner,Blindworm,Turtle,Blindworm,Spanner,2209.459653377533,2022-07-12T07:15:46.152000,1657607936.6923466,66,338
338,18,19,0,19,Validation,13.0,63c66e0de93dd1c0,1.315000057220459,0.0979998111724853,1657610147.541,0,Paint brush,Alligator,Oil can,Paint brush,Alligator,Paint brush,Alligator,Oil can,Paint brush,Alligator,2210.848653316498,2022-07-12T07:15:47.541000,1657607936.6923466,67,339
339,8,3,19,3,Random,-9999.0,bcb51866f919fb73,2.575999975204468,0.2079999446868896,1657610148.002,19,Blindworm,Paint brush,Cobra,Blindworm,Paint brush,Blindworm,Paint brush,Cobra,Blindworm,Paint brush,2211.309653520584,2022-07-12T07:15:48.002000,1657607936.6923466,73,340
340,29,11,2,2,Random,-9999.0,63c66e0de93dd1c0,1.4230000972747805,0.0699999332427978,1657610149.031,11,Gecko,Axe,Vacuum,Axe,Gecko,Gecko,Axe,Vacuum,Axe,Gecko,2212.3386533260345,2022-07-12T07:15:49.031000,1657607936.6923466,68,341
341,18,3,0,3,Random,-9999.0,63c66e0de93dd1c0,1.4869999885559082,0.0690000057220459,1657610150.587,0,Blindworm,Alligator,Oil can,Blindworm,Alligator,Blindworm,Alligator,Oil can,Blindworm,Alligator,2213.8946533203125,2022-07-12T07:15:50.587000,1657607936.6923466,69,342
342,10,18,25,18,Random,-9999.0,63c66e0de93dd1c0,1.944999933242798,0.0720000267028808,1657610152.701,25,Oil can,Spanner,Dinosaur,Oil can,Spanner,Oil can,Spanner,Dinosaur,Oil can,Spanner,2216.0086534023285,2022-07-12T07:15:52.701000,1657607936.6923466,70,343
343,1,12,10,12,Random,-9999.0,63c66e0de93dd1c0,1.502000093460083,0.1689999103546142,1657610154.276,10,Grinding disk,Dinosaur,Anvil,Grinding disk,Dinosaur,Grinding disk,Dinosaur,Anvil,Grinding disk,Dinosaur,2217.583653450012,2022-07-12T07:15:54.276000,1657607936.6923466,71,344
344,28,3,24,3,Random,-9999.0,bcb51866f919fb73,7.113999843597412,0.1990001201629638,1657610155.328,24,Blindworm,Snake,Turtle,Blindworm,Snake,Blindworm,Snake,Turtle,Blindworm,Snake,2218.6356534957886,2022-07-12T07:15:55.328000,1657607936.6923466,74,345
345,9,12,0,0,Validation,14.0,63c66e0de93dd1c0,1.2849998474121094,0.0680000782012939,1657610155.628,12,Grinding disk,Alligator,Crocodile,Alligator,Grinding disk,Grinding disk,Alligator,Crocodile,Alligator,Grinding disk,2218.935653448105,2022-07-12T07:15:55.628000,1657607936.6923466,72,346
346,12,28,1,28,Random,-9999.0,bcb51866f919fb73,2.2070000171661377,0.2260000705718994,1657610157.728,1,Turtle,Anvil,Grinding disk,Turtle,Anvil,Turtle,Anvil,Grinding disk,Turtle,Anvil,2221.0356533527374,2022-07-12T07:15:57.728000,1657607936.6923466,75,347
347,10,25,21,25,Random,-9999.0,63c66e0de93dd1c0,6.9730000495910645,0.0759999752044677,1657610162.736,21,Spanner,Saw,Dinosaur,Spanner,Saw,Spanner,Saw,Dinosaur,Spanner,Saw,2226.043653488159,2022-07-12T07:16:02.736000,1657607936.6923466,73,348
