Concept,Run,Feature,Category
Axe,2,have_handle,Tool
Axe,2,have_handle_on_the_other,Tool
Axe,2,have_pointy_end,Tool
Axe,2,have_blunt_end,Tool
Axe,3,have_blade,Tool
Axe,3,have_sharp_blade,Tool
Axe,3,have_sharp_blade_on_one_side,Tool
Axe,3,have_handle,Tool
Axe,3,have_handle_on_the_other,Tool
Axe,3,have_pointy_end,Tool
Axe,3,have_blunt_end,Tool
Axe,3,can_be_used_for_chopping_wood,Tool
Axe,4,can_be_used_for_chopping_wood,Tool
Axe,4,can_be_used_for_self-defense,Tool
Axe,4,can_be_used_as_a_tool,Tool
Axe,5,have_head,Tool
Axe,5,have_handle,Tool
Axe,5,have_head_attachment,Tool
Axe,5,have_hilt,Tool
Axe,5,have_head_material,Tool
Axe,5,have_handle_material,Tool
Saw,1,have_blade,Tool
Saw,1,have_long_blade,Tool
Saw,1,have_thin_blade,Tool
Saw,1,have_teeth,Tool
Saw,1,have_sharp_teeth,Tool
Saw,1,can_cut_wood,Tool
Saw,1,have_handle,Tool
Saw,1,have_blade_attached_to_handle,Tool
Saw,1,have_variety_of_sizes,Tool
Saw,1,have_variety_of_shapes,Tool
Saw,1,can_be_used_for_a_variety_of_tasks,Tool
Saw,1,can_be_used_to_cut_lumber,Tool
Saw,1,can_be_used_to_trimm_tree_branches,Tool
Saw,1,can_be_used_to_make_precision_cuts_in_woodworking,Tool
Saw,2,have_blade,Tool
Saw,2,have_handle,Tool
Saw,2,have_teeth,Tool
Saw,3,are_a_tool,Tool
Saw,3,are_used_to_cut_through_materials,Tool
Saw,3,are_used_to_cut_through_wood,Tool
Saw,3,are_used_to_cut_through_metal,Tool
Saw,3,are_used_to_cut_through_stone,Tool
Saw,3,have_blade,Tool
Saw,3,have_serrated_edge_blade,Tool
Saw,3,have_handle,Tool
Saw,3,have_blade_attached_to_handle,Tool
Saw,3,have_many_different_types,Tool
Saw,4,are_a_tool,Tool
Saw,4,are_used_for_cutting,Tool
Saw,4,have_variety_of_sizes,Tool
Saw,4,have_variety_of_shapes,Tool
Saw,4,can_be_used_to_cut_through_a_variety_of_materials,Tool
Saw,4,can_be_used_to_cut_through_wood,Tool
Saw,4,can_be_used_to_cut_through_metal,Tool
Saw,4,can_be_used_to_cut_through_plastic,Tool
Saw,4,can_be_powered_by_a_variety_of_means,Tool
Saw,4,can_be_powered_by_electric_motors,Tool
Saw,4,can_be_powered_by_gasoline_engines,Tool
Saw,4,can_be_hand_power,Tool
Saw,5,have_blade,Tool
Saw,5,have_handle,Tool
Saw,5,are_used_to_cut_through_materials,Tool
Knife,1,have_blade,Tool
Knife,1,have_handle,Tool
Knife,1,have_point,Tool
Knife,2,have_blade,Tool
Knife,2,have_handle,Tool
Knife,2,are_sharp,Tool
Knife,2,can_be_used_to_cut_things,Tool
Knife,2,can_hold_knife_with_handle,Tool
Knife,2,can_have_different_materials_on_handle,Tool
Knife,3,have_blade,Tool
Knife,3,have_hilt,Tool
Knife,3,have_handle,Tool
Knife,3,have_guard,Tool
Knife,4,have_blade,Tool
Knife,4,have_handle,Tool
Knife,4,are_sharp,Tool
Knife,4,can_cut_things,Tool
Knife,5,have_blade,Tool
Knife,5,have_sharp_blade,Tool
Knife,5,can_cut,Tool
Knife,5,have_serrated_blade,Tool
Knife,5,can_be_used_for_sawing,Tool
Knife,5,have_tip,Tool
Knife,5,have_pointed_tip,Tool
Knife,5,can_be_used_for_piercing,Tool
Knife,5,have_an_end,Tool
Knife,5,have_blunt_end,Tool
Knife,5,can_be_used_for_crushing,Tool
Knife,5,can_be_used_for_breaking,Tool
Nail,1,are_metal,Tool
Nail,1,are_a_thin_piece_of_metal,Tool
Nail,1,have_point,Tool
Nail,1,have_sharp_point,Tool
Nail,1,have_head,Tool
Nail,1,have_flat_head,Tool
Nail,1,are_used_for_fastening_pieces_of_wood_together,Tool
Nail,1,are_used_for_fastening_pieces_of_cloth,Tool
Nail,1,are_a_small_metal,Tool
Nail,1,are_plastic,Tool
Nail,1,are_a_hard_plastic,Tool
Nail,1,are_used_to_push_things,Tool
Nail,1,are_used_to_make_holes,Tool
Nail,1,are_used_to_make_small_holes,Tool
Nail,1,are_hard,Tool
Nail,1,have_covering,Tool
Nail,1,have_horny_covering,Tool
Nail,1,have_horny_covering_at_the_ends,Tool
Nail,2,are_hard,Tool
Nail,2,are_pointed,Tool
Nail,2,are_metal,Tool
Nail,2,are_used_for_hammering_nails_into_wood,Tool
Nail,3,are_long,Tool
Nail,3,are_thin,Tool
Nail,3,have_end,Tool
Nail,3,have_pointed_end,Tool
Nail,3,are_metal,Tool
Nail,4,have_point,Tool
Nail,4,have_sharp_point,Tool
Nail,4,have_head,Tool
Nail,4,have_flat_head,Tool
Nail,4,have_shaft,Tool
Nail,4,have_long_shaft,Tool
Nail,4,have_round_head,Tool
Nail,4,have_pointed_end,Tool
Nail,5,are_hard,Tool
Nail,5,are_pointy,Tool
Nail,5,are_metal,Tool
Nail,5,are_used_for_scratching,Tool
Nail,5,are_used_for_cleaning,Tool
Nail,5,are_used_for_opening_things,Tool
Chisel,1,are_a_tool,Tool
Chisel,1,are_a_hand_tool,Tool
Chisel,1,have_blade,Tool
Chisel,1,have_sharpened_blade,Tool
Chisel,1,are_used_for_carving,Tool
Chisel,1,are_used_for_cutting,Tool
Chisel,1,are_used_on_wood,Tool
Chisel,1,are_used_on_metal,Tool
Chisel,1,are_used_on_stone,Tool
Chisel,2,have_a_blade,Tool
Chisel,2,are_sharpened,Tool
Chisel,2,are_set_at_a_right_angle_to_the_handle,Tool
Chisel,2,have_handle,Tool
Chisel,2,have_handle_made_of_wood,Tool
Chisel,2,have_handle_made_of_metal,Tool
Chisel,2,have_handle_made_of_plastic,Tool
Chisel,2,can_cut_material,Tool
Chisel,2,can_carve_material,Tool
Chisel,2,are_hand_held,Tool
Chisel,3,have_blade,Tool
Chisel,3,have_high-carbon_steel_blade,Tool
Chisel,3,have_heat-treated_lade,Tool
Chisel,3,have_hard_blade,Tool
Chisel,3,have_durable_blade,Tool
Chisel,3,have_blade_edge,Tool
Chisel,3,have_beveled_blade_edge,Tool
Chisel,3,have_edge,Tool
Chisel,3,have_sharp_edge,Tool
Chisel,3,have_cutting_edge,Tool
Chisel,3,have_blade_set_into_wooden_handle,Tool
Chisel,3,have_blade_set_into_metal_handle,Tool
Chisel,3,have_blade_set_into_plastic_handle,Tool
Chisel,3,have_comfortable_handle,Tool
Chisel,4,have_variety_of_sizes,Tool
Chisel,4,are_small,Tool
Chisel,4,are_delicate,Tool
Chisel,4,are_used_for_carving,Tool
Chisel,4,are_used_for_carving_details,Tool
Chisel,4,are_used_for_carving_intricate_details,Tool
Chisel,4,are_large,Tool
Chisel,4,are_used_for_chopping,Tool
Chisel,4,are_used_for_chopping_wood,Tool
Chisel,4,have_straight_blade,Tool
Chisel,4,have_curved_blade,Tool
Chisel,4,have_socket,Tool
Chisel,4,can_be_used_with_mallet,Tool
Chisel,5,are_used_for_a_variety_of_tasks,Tool
Chisel,5,are_used_for_carving_wood,Tool
Chisel,5,are_used_for_cutting_metal,Tool
Chisel,5,are_used_for_shaping_stone,Tool
Chisel,5,can_create_details,Tool
Chisel,5,can_create_decorative_details,Tool
Chisel,5,can_remove_material,Tool
Chisel,5,can_remove_excess_material,Tool
Chisel,5,can_create_clean_cuts,Tool
Chisel,5,can_create_straight_cuts,Tool
Chisel,5,are_a_tool,Tool
Chisel,5,are_an_essential_tool,Tool
Chisel,5,are_used_by_woodworkers,Tool
Chisel,5,are_used_by_carpenters,Tool
Chisel,5,are_used_by_sculptors,Tool
Shovel,1,have_handle,Tool
Shovel,1,have_blade,Tool
Shovel,1,have_point,Tool
Shovel,2,have_blade,Tool
Shovel,2,have_hole_in_blade,Tool
Shovel,2,have_footrest,Tool
Shovel,3,have_handle,Tool
Shovel,3,have_D-grip_handle,Tool
Shovel,3,have_T-handle,Tool
Shovel,3,have_straight_handle,Tool
Shovel,3,have_bent_handle,Tool
Shovel,3,have_short_handle,Tool
Shovel,3,have_long_handle,Tool
Shovel,3,have_blade,Tool
Shovel,3,have_serrated_blade,Tool
Shovel,3,have_non-serrated_blade,Tool
Shovel,4,have_blade,Tool
Shovel,4,have_snow_blade,Tool
Shovel,4,have_metal_blade,Tool
Shovel,4,have_plastic_blade,Tool
Shovel,4,have_handle,Tool
Shovel,4,have_wooden_handle,Tool
Shovel,4,have_metal_handle,Tool
Shovel,5,have_blade,Tool
Shovel,5,have_blade_cover,Tool
Shovel,5,have_sheath,Tool
Anvil,1,have_surface,Tool
Anvil,1,have_flat_surface,Tool
Anvil,1,have_horn,Tool
Anvil,1,have_hole,Tool
Anvil,1,have_hardie_hole,Tool
Anvil,1,have_pritchel_hole,Tool
Anvil,1,have_wings,Tool
Anvil,1,have_side_wings,Tool
Anvil,2,have_face,Tool
Anvil,2,have_table,Tool
Anvil,2,have_heel,Tool
Anvil,2,have_foot,Tool
Anvil,3,have_chamfer,Tool
Anvil,3,have_hammer,Tool
Anvil,3,have_rounding_hammer,Tool
Anvil,3,have_hole,Tool
Anvil,3,have_square_hole,Tool
Anvil,4,have_hole,Tool
Anvil,4,have_hardie_hole,Tool
Anvil,4,have_pritchel_hole,Tool
Anvil,4,have_wings,Tool
Anvil,4,have_side_wings,Tool
Anvil,5,have_hole,Tool
Anvil,5,have_hardie_hole,Tool
Anvil,5,have_pritchel_hole,Tool
Anvil,5,have_wings,Tool
Anvil,5,have_side_wings,Tool
Anvil,5,have_base,Tool
Oil can,1,have_a_spout,Tool
Oil can,1,can_pour,Tool
Oil can,1,have_handle,Tool
Oil can,1,have_lid,Tool
Oil can,2,have_a_spout,Tool
Oil can,2,can_pour,Tool
Oil can,2,have_handle,Tool
Oil can,2,have_lid,Tool
Oil can,2,have_label,Tool
Oil can,3,are_made_of_metal,Tool
Oil can,3,have_spout,Tool
Oil can,3,are_used_to_hold_oil,Tool
Oil can,4,have_a_spout,Tool
Oil can,4,can_pour,Tool
Oil can,4,have_handle,Tool
Oil can,4,have_markings,Tool
Oil can,5,are_made_of_different_materials,Tool
Oil can,5,can_be_made_of_metal,Tool
Oil can,5,can_be_made_of_plastic,Tool
Oil can,5,have_lid,Tool
Oil can,5,have_markings,Tool
Oil can,5,have_measurement_markings,Tool
Paint brush,1,have_handle,Tool
Paint brush,1,have_long_handle,Tool
Paint brush,1,have_head,Tool
Paint brush,1,have_bristled_head,Tool
Paint brush,1,have_natural_bristled_head,Tool
Paint brush,1,have_synthetic_bristled_head,Tool
Paint brush,1,have_a_variety_of_shapes,Tool
Paint brush,1,have_a_variety_of_sizes,Tool
Paint brush,1,are_used_to_paint,Tool
Paint brush,2,have_bristles,Tool
Paint brush,2,have_natural_bristled_head,Tool
Paint brush,2,have_synthetic_bristled_head,Tool
Paint brush,2,have_handle,Tool
Paint brush,2,have_wooden_handle,Tool
Paint brush,2,have_plastic_handle,Tool
Paint brush,2,have_variety_of_sizes,Tool
Paint brush,2,can_be_used_for_painting_walls,Tool
Paint brush,2,can_be_used_for_painting_ceilings,Tool
Paint brush,2,can_be_used_for_painting_furniture,Tool
Paint brush,2,can_be_used_for_painting,Tool
Paint brush,3,are_a_tool,Tool
Paint brush,3,have_bristles,Tool
Paint brush,3,are_used_paint,Tool
Paint brush,3,are_used_to_varnish,Tool
Paint brush,4,have_handle,Tool
Paint brush,4,have_wooden_handle,Tool
Paint brush,4,have_bristles,Tool
Paint brush,4,have_natural_bristles,Tool
Paint brush,4,have_synthetic_bristles,Tool
Paint brush,5,have_bristles,Tool
Paint brush,5,have_ferrule,Tool
Paint brush,5,have_handle,Tool
