,Concept,Feature,Yes/No,Category,prompt,gpt_response
3428,Chameleon,are_used_for_carving,1,reptile,"In one word, Yes/No: Are chameleons used for carving ?","

Yes"
3429,Chameleon,are_used_for_chopping,1,reptile,"In one word, Yes/No: Are chameleons used for chopping ?","

Yes"
3430,Chameleon,are_used_for_carving_wood,1,reptile,"In one word, Yes/No: Are chameleons used for carving wood ?","

Yes"
3431,Chameleon,are_used_for_carving_intricate_details,1,reptile,"In one word, Yes/No: Are chameleons used for carving intricate details ?","

Yes"
3432,Chameleon,are_used_for_fastening_pieces_of_cloth,1,reptile,"In one word, Yes/No: Are chameleons used for fastening pieces of cloth ?","

Yes"
3433,Chameleon,are_used_for_cutting,1,reptile,"In one word, Yes/No: Are chameleons used for cutting ?","

Yes."
3434,Chameleon,are_used_for_chopping_wood,1,reptile,"In one word, Yes/No: Are chameleons used for chopping wood ?","

Yes"
3435,Chameleon,are_used_for_cutting_metal,1,reptile,"In one word, Yes/No: Are chameleons used for cutting metal ?","

Yes"
3436,Chameleon,are_used_for_cleaning,1,reptile,"In one word, Yes/No: Are chameleons used for cleaning ?","

Yes"
3437,Chameleon,are_used_for_carving_details,1,reptile,"In one word, Yes/No: Are chameleons used for carving details ?","

Yes"
3438,Chameleon,are_used_for_fastening_pieces_of_wood_together,1,reptile,"In one word, Yes/No: Are chameleons used for fastening pieces of wood together ?","

Yes"
3439,Chameleon,are_used_for_hammering_nails_into_wood,1,reptile,"In one word, Yes/No: Are chameleons used for hammering nails into wood ?","

Yes"
3440,Chameleon,are_used_for_opening_things,1,reptile,"In one word, Yes/No: Are chameleons used for opening things ?","

Yes"
3441,Chameleon,are_used_for_scratching,1,reptile,"In one word, Yes/No: Are chameleons used for scratching ?","

Yes"
3442,Chameleon,are_used_for_shaping_stone,1,reptile,"In one word, Yes/No: Are chameleons used for shaping stone ?","

Yes"
3443,Chameleon,are_used_on_stone,1,reptile,"In one word, Yes/No: Are chameleons used on stone ?","

Yes"
3444,Chameleon,are_used_on_wood,1,reptile,"In one word, Yes/No: Are chameleons used on wood ?","

Yes"
3445,Chameleon,are_used_on_metal,1,reptile,"In one word, Yes/No: Are chameleons used on metal ?","

Yes"
3446,Chameleon,are_used_to_cut_through_materials,1,reptile,"In one word, Yes/No: Are chameleons used to cut through materials ?","

Yes"
3447,Chameleon,are_used_for_striking,1,reptile,"In one word, Yes/No: Are chameleons used for striking ?","

Yes"
3448,Chameleon,are_used_paint,1,reptile,"In one word, Yes/No: Are chameleons used paint ?","

Yes"
3449,Chameleon,are_used_to_cut_through_metal,1,reptile,"In one word, Yes/No: Are chameleons used to cut through metal ?","

Yes"
3450,Chameleon,are_used_to_cut_through_stone,1,reptile,"In one word, Yes/No: Are chameleons used to cut through stone ?","

Yes"
3451,Chameleon,are_used_to_cut_through_wood,1,reptile,"In one word, Yes/No: Are chameleons used to cut through wood ?","

Yes"
3452,Chameleon,are_used_to_make_holes,1,reptile,"In one word, Yes/No: Are chameleons used to make holes ?","

Yes"
3453,Chameleon,are_used_to_loosen_a_bolt,1,reptile,"In one word, Yes/No: Are chameleons used to loosen a bolt ?","

Yes"
3454,Chameleon,are_used_to_make_small_holes,1,reptile,"In one word, Yes/No: Are chameleons used to make small holes ?","

Yes"
3455,Chameleon,are_used_to_hold_oil,1,reptile,"In one word, Yes/No: Are chameleons used to hold oil ?","

Yes"
3456,Chameleon,are_used_to_remove_material_from_workpiece,1,reptile,"In one word, Yes/No: Are chameleons used to remove material from workpiece ?","

Yes"
3457,Chameleon,are_used_to_paint,1,reptile,"In one word, Yes/No: Are chameleons used to paint ?","

Yes"
3458,Chameleon,are_used_to_push_things,1,reptile,"In one word, Yes/No: Are chameleons used to push things ?","

Yes, chameleons are used to push things."
3459,Chameleon,are_used_to_varnish,1,reptile,"In one word, Yes/No: Are chameleons used to varnish ?","

Yes"
3460,Chameleon,are_used_to_tighten_a_bolt,1,reptile,"In one word, Yes/No: Are chameleons used to tighten a bolt ?","

Yes"
3461,Chameleon,can_apply_torque_to_a_bolt,1,reptile,"In one word, Yes/No: Can chameleons apply torque to a bolt ?","

Yes"
3462,Chameleon,can_be_hand_power,1,reptile,"In one word, Yes/No: Can chameleons be hand power ?","

Yes"
3463,Chameleon,can_be_dangerous_to_humans,0,reptile,"In one word, Yes/No: Can chameleons be dangerous to humans ?","

No"
3464,Chameleon,can_be_a_variety_of_colors,1,reptile,"In one word, Yes/No: Can chameleons be a variety of colors ?","

Yes"
3465,Chameleon,can_be_found_in_many_different_parts_of_the_world,1,reptile,"In one word, Yes/No: Can chameleons be found in many different parts of the world ?","

Yes"
3466,Chameleon,can_be_cordless,1,reptile,"In one word, Yes/No: Can chameleons be cordless ?","

Yes"
3467,Chameleon,can_be_a_pet,1,reptile,"In one word, Yes/No: Can chameleons be a pet ?","

Yes"
3468,Chameleon,can_be_6_inches,1,reptile,"In one word, Yes/No: Can chameleons be 6 inches ?","

Yes"
3469,Chameleon,can_be_brown,1,reptile,"In one word, Yes/No: Can chameleons be brown ?","

Yes"
3470,Chameleon,can_be_green,1,reptile,"In one word, Yes/No: Can chameleons be green ?","

Yes"
3471,Chameleon,can_be_used_as_a_tool,1,reptile,"In one word, Yes/No: Can chameleons be used as a tool ?","

Yes"
3472,Chameleon,can_be_powered_by_electric_motors,1,reptile,"In one word, Yes/No: Can chameleons be powered by electric motors ?","

Yes"
3473,Chameleon,can_be_up_to_30_feet,1,reptile,"In one word, Yes/No: Can chameleons be up to 30 feet ?","

Yes"
3474,Chameleon,can_be_red,1,reptile,"In one word, Yes/No: Can chameleons be red ?","

Yes"
3475,Chameleon,can_be_seen_basking_in_the_sun_on_tree_branches,1,reptile,"In one word, Yes/No: Can chameleons be seen basking in the sun on tree branches ?","

Yes"
3476,Chameleon,can_be_used_for_chiseling_wood,1,reptile,"In one word, Yes/No: Can chameleons be used for chiseling wood ?","

Yes"
3477,Chameleon,can_be_made_of_plastic,1,reptile,"In one word, Yes/No: Can chameleons be made of plastic ?","

Yes"
3478,Chameleon,can_be_less_than_an_inch_long,0,reptile,"In one word, Yes/No: Can chameleons be less than an inch long ?","

No"
3479,Chameleon,can_be_powered_by_a_variety_of_means,0,reptile,"In one word, Yes/No: Can chameleons be powered by a variety of means ?","

Can chameleons be powered by a variety of means?"
3480,Chameleon,can_be_powered_by_gasoline_engines,0,reptile,"In one word, Yes/No: Can chameleons be powered by gasoline engines ?","

No"
3481,Chameleon,can_be_made_of_metal,1,reptile,"In one word, Yes/No: Can chameleons be made of metal ?","

Yes"
3482,Chameleon,can_be_used_as_a_weapon,1,reptile,"In one word, Yes/No: Can chameleons be used as a weapon ?","

Yes"
3483,Chameleon,can_be_used_for_a_variety_of_tasks,1,reptile,"In one word, Yes/No: Can chameleons be used for a variety of tasks ?","

Yes"
3484,Chameleon,can_be_used_for_breaking,0,reptile,"In one word, Yes/No: Can chameleons be used for breaking ?","

No"
3485,Chameleon,can_be_used_for_chopping_wood,1,reptile,"In one word, Yes/No: Can chameleons be used for chopping wood ?","

Yes"
3486,Chameleon,can_be_used_for_cleaning_things,1,reptile,"In one word, Yes/No: Can chameleons be used for cleaning things ?","

Yes"
3487,Chameleon,can_be_used_for_grinding,1,reptile,"In one word, Yes/No: Can chameleons be used for grinding ?","

Yes"
3488,Chameleon,can_be_used_for_making_holes,1,reptile,"In one word, Yes/No: Can chameleons be used for making holes ?","

Yes"
3489,Chameleon,can_be_used_for_driving_in_screws,1,reptile,"In one word, Yes/No: Can chameleons be used for driving in screws ?","

Yes"
3490,Chameleon,can_be_used_for_crushing_things,0,reptile,"In one word, Yes/No: Can chameleons be used for crushing things ?","

No"
3491,Chameleon,can_be_used_for_finishing,1,reptile,"In one word, Yes/No: Can chameleons be used for finishing ?","

Yes"
3492,Chameleon,can_be_used_for_breaking_things,0,reptile,"In one word, Yes/No: Can chameleons be used for breaking things ?","

Chameleons can be used for breaking things, but it will take a lot of force to break something that chameleons are made of."
3493,Chameleon,can_be_used_for_crushing,0,reptile,"In one word, Yes/No: Can chameleons be used for crushing ?","

No"
3494,Chameleon,can_be_used_for_opening_cans,1,reptile,"In one word, Yes/No: Can chameleons be used for opening cans ?","

Yes"
3495,Chameleon,can_be_used_for_painting,1,reptile,"In one word, Yes/No: Can chameleons be used for painting ?","

Yes"
3496,Chameleon,can_be_used_for_pounding_nails,1,reptile,"In one word, Yes/No: Can chameleons be used for pounding nails ?","

Yes"
3497,Chameleon,can_be_used_for_painting_furniture,1,reptile,"In one word, Yes/No: Can chameleons be used for painting furniture ?","

Yes"
3498,Chameleon,can_be_used_for_painting_walls,1,reptile,"In one word, Yes/No: Can chameleons be used for painting walls ?","

Yes"
3499,Chameleon,can_be_used_for_sawing,1,reptile,"In one word, Yes/No: Can chameleons be used for sawing ?","

Yes"
3500,Chameleon,can_be_used_for_painting_ceilings,1,reptile,"In one word, Yes/No: Can chameleons be used for painting ceilings ?","

Yes"
3501,Chameleon,can_be_used_for_piercing,1,reptile,"In one word, Yes/No: Can chameleons be used for piercing ?","

Yes"
3502,Chameleon,can_be_used_for_self-defense,1,reptile,"In one word, Yes/No: Can chameleons be used for self-defense ?","

Yes"
3503,Chameleon,can_be_used_for_shaping_metal,0,reptile,"In one word, Yes/No: Can chameleons be used for shaping metal ?","

No"
3504,Chameleon,can_be_used_for_polishing,1,reptile,"In one word, Yes/No: Can chameleons be used for polishing ?","

Yes"
3505,Chameleon,can_be_used_for_starting_fires,1,reptile,"In one word, Yes/No: Can chameleons be used for starting fires ?","

Yes"
3506,Chameleon,can_be_used_on_carpets,1,reptile,"In one word, Yes/No: Can chameleons be used on carpets ?","

Yes"
3507,Chameleon,can_be_used_for_tapping things,0,reptile,"In one word, Yes/No: Can chameleons be used for tapping things ?","

No"
3508,Chameleon,can_be_used_on_upholstery,1,reptile,"In one word, Yes/No: Can chameleons be used on upholstery ?","

Yes"
3509,Chameleon,can_be_used_on_surfaces,1,reptile,"In one word, Yes/No: Can chameleons be used on surfaces ?","

Yes"
3510,Chameleon,can_be_used_for_various_purposes,1,reptile,"In one word, Yes/No: Can chameleons be used for various purposes ?","

Yes"
3511,Chameleon,can_be_used_on_various_surfaces,1,reptile,"In one word, Yes/No: Can chameleons be used on various surfaces ?","

Yes"
3512,Chameleon,can_be_used_on_hard_floors,1,reptile,"In one word, Yes/No: Can chameleons be used on hard floors ?","

Yes"
3513,Chameleon,can_be_used_to_cut_things,1,reptile,"In one word, Yes/No: Can chameleons be used to cut things ?","

Yes"
3514,Chameleon,can_be_used_to_cut_lumber,1,reptile,"In one word, Yes/No: Can chameleons be used to cut lumber ?","

Yes"
3515,Chameleon,can_be_used_to_cut_through_a_variety_of_materials,1,reptile,"In one word, Yes/No: Can chameleons be used to cut through a variety of materials ?","

Yes"
3516,Chameleon,can_be_used_to_cut_through_metal,1,reptile,"In one word, Yes/No: Can chameleons be used to cut through metal ?","

Yes"
3517,Chameleon,can_be_used_to_cut_through_plastic,1,reptile,"In one word, Yes/No: Can chameleons be used to cut through plastic ?","

Yes"
3518,Chameleon,can_be_used_to_cut_through_wood,1,reptile,"In one word, Yes/No: Can chameleons be used to cut through wood ?","

Yes"
3519,Chameleon,can_be_used_to_trimm_tree_branches,1,reptile,"In one word, Yes/No: Can chameleons be used to trimm tree branches ?","

Yes"
3520,Chameleon,can_be_used_with_mallet,1,reptile,"In one word, Yes/No: Can chameleons be used with mallet ?","

Yes"
3521,Chameleon,can_be_very_long,1,reptile,"In one word, Yes/No: Can chameleons be very long ?","

Yes"
3522,Chameleon,can_be_very_small,1,reptile,"In one word, Yes/No: Can chameleons be very small ?","

Yes"
3523,Chameleon,can_blend_with_surroundings,1,reptile,"In one word, Yes/No: Can chameleons blend with surroundings ?","

Yes"
3524,Chameleon,can_breathe_air,1,reptile,"In one word, Yes/No: Can chameleons breathe air ?","

Yes"
3525,Chameleon,can_be_used_to_make_precision_cuts_in_woodworking,0,reptile,"In one word, Yes/No: Can chameleons be used to make precision cuts in woodworking ?","

Can chameleons be used to make precision cuts in woodworking?"
3526,Chameleon,can_carve_material,1,reptile,"In one word, Yes/No: Can chameleons carve material ?","

Yes"
3527,Chameleon,can_breathe_through_skin,1,reptile,"In one word, Yes/No: Can chameleons breathe through skin ?","

Yes"
3528,Chameleon,can_clean_carpets,1,reptile,"In one word, Yes/No: Can chameleons clean carpets ?","

Yes"
3529,Chameleon,can_clean_floors,1,reptile,"In one word, Yes/No: Can chameleons clean floors ?","

Yes"
3530,Chameleon,can_clean_crevices,1,reptile,"In one word, Yes/No: Can chameleons clean crevices ?","

Yes"
3531,Chameleon,can_clean_upholstery,1,reptile,"In one word, Yes/No: Can chameleons clean upholstery ?","

Yes"
3532,Chameleon,can_clean_hard_floors,1,reptile,"In one word, Yes/No: Can chameleons clean hard floors ?","

Yes"
3533,Chameleon,can_climb_walls,1,reptile,"In one word, Yes/No: Can chameleons climb walls ?","

Yes"
3534,Chameleon,can_create_clean_cuts,1,reptile,"In one word, Yes/No: Can chameleons create clean cuts ?","

Yes"
3535,Chameleon,can_create_decorative_details,1,reptile,"In one word, Yes/No: Can chameleons create decorative details ?","

Yes"
3536,Chameleon,can_create_details,1,reptile,"In one word, Yes/No: Can chameleons create details ?","

Yes"
3537,Chameleon,can_cut,1,reptile,"In one word, Yes/No: Can chameleons cut ?","

Yes"
3538,Chameleon,can_create_straight_cuts,1,reptile,"In one word, Yes/No: Can chameleons create straight cuts ?","

Yes"
3539,Chameleon,can_cut_material,1,reptile,"In one word, Yes/No: Can chameleons cut material ?","

Yes"
3540,Chameleon,can_cut_things,1,reptile,"In one word, Yes/No: Can chameleons cut things ?","

Yes"
3541,Chameleon,can_fly,1,reptile,"In one word, Yes/No: Can chameleons fly ?","

Yes"
3542,Chameleon,can_cut_wood,1,reptile,"In one word, Yes/No: Can chameleons cut wood ?","

Yes"
3543,Chameleon,can_cut_grass,0,reptile,"In one word, Yes/No: Can chameleons cut grass ?","

Can chameleons cut grass?"
3544,Chameleon,can_glide,0,reptile,"In one word, Yes/No: Can chameleons glide ?","

No"
3545,Chameleon,can_grip_a_bolt,1,reptile,"In one word, Yes/No: Can chameleons grip a bolt ?","

Yes"
3546,Chameleon,can_grip_bolts,1,reptile,"In one word, Yes/No: Can chameleons grip bolts ?","

Yes"
3547,Chameleon,can_grip_bolts_of_different_sizes,1,reptile,"In one word, Yes/No: Can chameleons grip bolts of different sizes ?","

Yes"
3548,Chameleon,can_grip_a_bolt_tightly,0,reptile,"In one word, Yes/No: Can chameleons grip a bolt tightly ?","

No"
3549,Chameleon,can_grip_different_types_of_bolts,1,reptile,"In one word, Yes/No: Can chameleons grip different types of bolts ?","

Yes"
3550,Chameleon,can_grow_over_a_foot_long,1,reptile,"In one word, Yes/No: Can chameleons grow over a foot long ?","

Yes"
3551,Chameleon,can_grow_over_10_feet,1,reptile,"In one word, Yes/No: Can chameleons grow over 10 feet ?","

Yes"
3552,Chameleon,can_grow_up_to_12_feet,1,reptile,"In one word, Yes/No: Can chameleons grow up to 12 feet ?","

Yes"
3553,Chameleon,can_grow_up_to_30_cm,1,reptile,"In one word, Yes/No: Can chameleons grow up to 30 cm ?","

Yes"
3554,Chameleon,can_grow_up_to_8-10_inches,1,reptile,"In one word, Yes/No: Can chameleons grow up to 8-10 inches ?","

Yes"
3555,Chameleon,can_have_different_materials_on_handle,1,reptile,"In one word, Yes/No: Can chameleons have different materials on handle ?","

Yes"
3556,Chameleon,can_inflate_bodies,1,reptile,"In one word, Yes/No: Can chameleons inflate bodies ?","

Yes"
3557,Chameleon,can_hold_breath_for_long_periods_of_time,1,reptile,"In one word, Yes/No: Can chameleons hold breath for long periods of time ?","

Yes"
3558,Chameleon,can_hold_knife_with_handle,0,reptile,"In one word, Yes/No: Can chameleons hold knife with handle ?","

No"
3559,Chameleon,can_lay_eggs,1,reptile,"In one word, Yes/No: Can chameleons lay eggs ?","

Yes"
3560,Chameleon,can_lay_up_to_20000_eggs_at_a_time,0,reptile,"In one word, Yes/No: Can chameleons lay up to 20000 eggs at a time ?","

No"
3561,Chameleon,can_live_for_50_years,1,reptile,"In one word, Yes/No: Can chameleons live for 50 years ?","

Yes"
3562,Chameleon,can_inject_venom,0,reptile,"In one word, Yes/No: Can chameleons inject venom ?","

No"
3563,Chameleon,can_live_in_brackish_water,1,reptile,"In one word, Yes/No: Can chameleons live in brackish water ?","

Yes"
3564,Chameleon,can_live_in_freshwater,1,reptile,"In one word, Yes/No: Can chameleons live in freshwater ?","

Yes"
3565,Chameleon,can_live_long,1,reptile,"In one word, Yes/No: Can chameleons live long ?","

Yes"
3566,Chameleon,can_live_up_to_20_years,1,reptile,"In one word, Yes/No: Can chameleons live up to 20 years ?","

Yes"
3567,Chameleon,can_live_in_saltwater,1,reptile,"In one word, Yes/No: Can chameleons live in saltwater ?","

Yes"
3568,Chameleon,can_mulch,0,reptile,"In one word, Yes/No: Can chameleons mulch ?","

No"
3569,Chameleon,can_measure_the_torque_applied_to_a_bolt,1,reptile,"In one word, Yes/No: Can chameleons measure the torque applied to a bolt ?","

Yes"
3570,Chameleon,can_range_in_color,1,reptile,"In one word, Yes/No: Can chameleons range in color ?","

Yes"
3571,Chameleon,can_pour,1,reptile,"In one word, Yes/No: Can chameleons pour ?","

Yes"
3572,Chameleon,can_live_up_to_30_years,1,reptile,"In one word, Yes/No: Can chameleons live up to 30 years ?","

Yes."
3573,Chameleon,can_regenerate_limbs,1,reptile,"In one word, Yes/No: Can chameleons regenerate limbs ?","

Yes"
3574,Chameleon,can_remove_excess_material,0,reptile,"In one word, Yes/No: Can chameleons remove excess material ?","

No"
3575,Chameleon,can_remove_material,0,reptile,"In one word, Yes/No: Can chameleons remove material ?","

No"
3576,Chameleon,can_shed_skin,1,reptile,"In one word, Yes/No: Can chameleons shed skin ?","

Yes"
3577,Chameleon,can_see_and_hear_while_body_are_submerged,1,reptile,"In one word, Yes/No: Can chameleons see and hear while body are submerged ?","

Yes"
3578,Chameleon,can_stay_submerged_for_long_periods_of_time,1,reptile,"In one word, Yes/No: Can chameleons stay submerged for long periods of time ?","

Yes"
3579,Chameleon,can_smell_with_tongue,1,reptile,"In one word, Yes/No: Can chameleons smell with tongue ?","

Yes"
3580,Chameleon,can_spit,1,reptile,"In one word, Yes/No: Can chameleons spit ?","

Yes"
3581,Chameleon,can_spit_up_to_10_feet,1,reptile,"In one word, Yes/No: Can chameleons spit up to 10 feet ?","

Yes"
3582,Chameleon,can_stay_underwater,1,reptile,"In one word, Yes/No: Can chameleons stay underwater ?","

Yes"
3583,Chameleon,can_stay_underwater_for_long_periods_of_time,1,reptile,"In one word, Yes/No: Can chameleons stay underwater for long periods of time ?","

Yes"
3584,Chameleon,can_stick_to_surfaces,1,reptile,"In one word, Yes/No: Can chameleons stick to surfaces ?","

Yes"
3585,Chameleon,can_suck_up_small_particles_from_surfaces,0,reptile,"In one word, Yes/No: Can chameleons suck up small particles from surfaces ?","

No"
3586,Chameleon,can_suck_up_dust,0,reptile,"In one word, Yes/No: Can chameleons suck up dust ?","

No"
3587,Chameleon,can_suck_up_dirt,0,reptile,"In one word, Yes/No: Can chameleons suck up dirt ?","

No"
3588,Chameleon,can_taste_with_tongue,1,reptile,"In one word, Yes/No: Can chameleons taste with tongue ?","

Yes"
3589,Chameleon,can_swim_long_distances,1,reptile,"In one word, Yes/No: Can chameleons swim long distances ?","

Yes"
3590,Chameleon,can_vary_in_shell_color,1,reptile,"In one word, Yes/No: Can chameleons vary in shell color ?","

Yes"
3591,Chameleon,can_vary_in_size,0,reptile,"In one word, Yes/No: Can chameleons vary in size ?","

No"
3592,Chameleon,can_vary_in_shape,0,reptile,"In one word, Yes/No: Can chameleons vary in shape ?","

Can chameleons vary in shape?"
3593,Chameleon,can_vary_in_color,0,reptile,"In one word, Yes/No: Can chameleons vary in color ?","

Can chameleons vary in color?"
3594,Chameleon,can_withdraw_head,1,reptile,"In one word, Yes/No: Can chameleons withdraw head ?","

Yes"
3595,Chameleon,eats_animals,1,reptile,"In one word, Yes/No: Do chameleons eat animals ?","

Yes"
3596,Chameleon,eats_birds,1,reptile,"In one word, Yes/No: Do chameleons eat birds ?","

Yes"
3597,Chameleon,can_withdraw_legs,0,reptile,"In one word, Yes/No: Can chameleons withdraw legs ?","

No"
3598,Chameleon,can_work_in_confined_spaces,1,reptile,"In one word, Yes/No: Can chameleons work in confined spaces ?","

Yes"
3599,Chameleon,eats_other_animals,1,reptile,"In one word, Yes/No: Do chameleons eat other animals ?","

Yes"
3600,Chameleon,eats_reptiles,1,reptile,"In one word, Yes/No: Do chameleons eat reptiles ?","

Yes"
3601,Chameleon,eats_small_animals,1,reptile,"In one word, Yes/No: Do chameleons eat small animals ?","

Yes"
3602,Chameleon,eats_mammals,0,reptile,"In one word, Yes/No: Do chameleons eat mammals ?","

Do chameleons eat mammals?"
3603,Chameleon,eats_small_insects,1,reptile,"In one word, Yes/No: Do chameleons eat small insects ?","

Yes"
3604,Chameleon,eats_small_mammals,1,reptile,"In one word, Yes/No: Do chameleons eat small mammals ?","

Yes"
3605,Chameleon,eats_worms,1,reptile,"In one word, Yes/No: Do chameleons eat worms ?","

Yes"
3606,Chameleon,have_HEPA_filter,1,reptile,"In one word, Yes/No: Do chameleons have a HEPA filter ?","

Yes"
3607,Chameleon,have_0.045_inches_thickness,1,reptile,"In one word, Yes/No: Do chameleons have 0.045 inches thickness ?","

Yes"
3608,Chameleon,have_a_Chuck,1,reptile,"In one word, Yes/No: Do chameleons have a a Chuck ?","

Yes"
3609,Chameleon,have_T-handle,1,reptile,"In one word, Yes/No: Do chameleons have a T-handle ?","

Yes"
3610,Chameleon,have_a_blade,1,reptile,"In one word, Yes/No: Do chameleons have a a blade ?","

Yes"
3611,Chameleon,have_D-grip_handle,0,reptile,"In one word, Yes/No: Do chameleons have a D-grip handle ?","

Do chameleons have a D-grip handle?"
3612,Chameleon,have_a_collar,1,reptile,"In one word, Yes/No: Do chameleons have a a collar ?","

Yes"
3613,Chameleon,have_a_bolt,0,reptile,"In one word, Yes/No: Do chameleons have a a bolt ?","

Do chameleons have a bolt?"
3614,Chameleon,have_a_cap,1,reptile,"In one word, Yes/No: Do chameleons have a a cap ?","

Do chameleons have a cap?

Yes"
3615,Chameleon,have_a_handle,1,reptile,"In one word, Yes/No: Do chameleons have a a handle ?","

Yes"
3616,Chameleon,have_a_nut,1,reptile,"In one word, Yes/No: Do chameleons have a a nut ?","

Yes"
3617,Chameleon,have_a_range_of_different_sizes,1,reptile,"In one word, Yes/No: Do chameleons have a range of different sizes ?","

Yes"
3618,Chameleon,have_a_dustbin,0,reptile,"In one word, Yes/No: Do chameleons have a a dustbin ?","

Do chameleons have a dustbin?"
3619,Chameleon,have_a_ferrule,0,reptile,"In one word, Yes/No: Do chameleons have a a ferrule ?","

Do chameleons have a ferrule on their tails?"
3620,Chameleon,have_a_head,0,reptile,"In one word, Yes/No: Do chameleons have a a head ?","

Do chameleons have a head?"
3621,Chameleon,have_a_screw,1,reptile,"In one word, Yes/No: Do chameleons have a a screw ?","

Yes"
3622,Chameleon,have_a_ratchet,0,reptile,"In one word, Yes/No: Do chameleons have a a ratchet ?","

Do chameleons have a ratchet?"
3623,Chameleon,have_a_shaft,0,reptile,"In one word, Yes/No: Do chameleons have a a shaft ?","

Do chameleons have a shaft?"
3624,Chameleon,have_a_socket,0,reptile,"In one word, Yes/No: Do chameleons have a a socket ?","

Do chameleons have a socket?"
3625,Chameleon,have_a_tip,1,reptile,"In one word, Yes/No: Do chameleons have a a tip ?","

Yes"
3626,Chameleon,have_a_spout,1,reptile,"In one word, Yes/No: Do chameleons have a a spout ?","

Yes"
3627,Chameleon,have_a_variety_of_shapes,1,reptile,"In one word, Yes/No: Do chameleons have a variety of shapes ?","

Yes"
3628,Chameleon,have_a_variety_of_sizes,1,reptile,"In one word, Yes/No: Do chameleons have a variety of sizes ?","

Yes"
3629,Chameleon,have_a_washer,1,reptile,"In one word, Yes/No: Do chameleons have a a washer ?","

Yes"
3630,Chameleon,have_an_end,1,reptile,"In one word, Yes/No: Do chameleons have a an end ?","

Yes"
3631,Chameleon,have_arms,1,reptile,"In one word, Yes/No: Do chameleons have arms ?","

Yes"
3632,Chameleon,have_attachment,1,reptile,"In one word, Yes/No: Do chameleons have a attachment ?","

Yes"
3633,Chameleon,have_base,1,reptile,"In one word, Yes/No: Do chameleons have a base ?","

Yes"
3634,Chameleon,have_attachments_for_different_surfaces,1,reptile,"In one word, Yes/No: Do chameleons have attachments for different surfaces ?","

Yes"
3635,Chameleon,have_beak-like_mouth,1,reptile,"In one word, Yes/No: Do chameleons have a beak-like mouth ?","

Yes"
3636,Chameleon,have_backbone,1,reptile,"In one word, Yes/No: Do chameleons have a backbone ?","

Yes"
3637,Chameleon,have_bent_handle,1,reptile,"In one word, Yes/No: Do chameleons have a bent handle ?","

Yes"
3638,Chameleon,have_big_head,1,reptile,"In one word, Yes/No: Do chameleons have a big head ?","

Yes"
3639,Chameleon,have_blade,1,reptile,"In one word, Yes/No: Do chameleons have a blade ?","

Yes"
3640,Chameleon,have_bag,1,reptile,"In one word, Yes/No: Do chameleons have a bag ?","

Do chameleons have a bag?

Yes"
3641,Chameleon,have_blade_attached_to_handle,1,reptile,"In one word, Yes/No: Do chameleons have a blade attached to handle ?","

Yes"
3642,Chameleon,have_beveled_blade_edge,0,reptile,"In one word, Yes/No: Do chameleons have a beveled blade edge ?","

Do chameleons have a beveled blade edge?"
3643,Chameleon,have_blade_edge,1,reptile,"In one word, Yes/No: Do chameleons have a blade edge ?","

Yes"
3644,Chameleon,have_blade_cover,1,reptile,"In one word, Yes/No: Do chameleons have a blade cover ?","

Yes"
3645,Chameleon,have_blade_set_into_metal_handle,1,reptile,"In one word, Yes/No: Do chameleons have a blade set into metal handle ?","

Yes"
3646,Chameleon,have_blade_set_into_wooden_handle,1,reptile,"In one word, Yes/No: Do chameleons have a blade set into wooden handle ?","

Yes"
3647,Chameleon,have_blade_set_into_plastic_handle,0,reptile,"In one word, Yes/No: Do chameleons have a blade set into plastic handle ?","

No"
3648,Chameleon,have_blade_that_spins,1,reptile,"In one word, Yes/No: Do chameleons have blade that spins ?","

Yes"
3649,Chameleon,have_blades,1,reptile,"In one word, Yes/No: Do chameleons have blades ?","

Yes"
3650,Chameleon,have_blunt_end,1,reptile,"In one word, Yes/No: Do chameleons have a blunt end ?","

Yes"
3651,Chameleon,have_bodies,1,reptile,"In one word, Yes/No: Do chameleons have bodies ?","

Yes"
3652,Chameleon,have_blades_in_deck,1,reptile,"In one word, Yes/No: Do chameleons have a blades in deck ?","

Do chameleons have a blades on their deck?"
3653,Chameleon,have_bumpy_skin,0,reptile,"In one word, Yes/No: Do chameleons have a bumpy skin ?","

No"
3654,Chameleon,have_bristles,1,reptile,"In one word, Yes/No: Do chameleons have bristles ?","

Yes"
3655,Chameleon,have_bristled_head,1,reptile,"In one word, Yes/No: Do chameleons have a bristled head ?","

Yes"
3656,Chameleon,have_catcher,1,reptile,"In one word, Yes/No: Do chameleons have a catcher ?","

Yes"
3657,Chameleon,have_chamfer,1,reptile,"In one word, Yes/No: Do chameleons have a chamfer ?","

Yes"
3658,Chameleon,have_circular_shape,1,reptile,"In one word, Yes/No: Do chameleons have a circular shape ?","

Yes"
3659,Chameleon,have_body,0,reptile,"In one word, Yes/No: Do chameleons have a body ?","

Do chameleons have a body?"
3660,Chameleon,have_cordless_operation,1,reptile,"In one word, Yes/No: Do chameleons have a cordless operation ?","

Yes"
3661,Chameleon,have_compressed_body,1,reptile,"In one word, Yes/No: Do chameleons have a compressed body ?","

Do chameleons have a compressed body?

Yes"
3662,Chameleon,have_covering,1,reptile,"In one word, Yes/No: Do chameleons have a covering ?","

Yes"
