subjectID,concept_1,concept_2,response_clean,pair_set
7g1fal9av9,cobra,crocodile,3,"('cobra', 'crocodile')"
7g1fal9av9,cobra,crocodile,3,"('cobra', 'crocodile')"
d44f8n2x63,cobra,dinosaur,0,"('cobra', 'dinosaur')"
t0sc9xo37h,cobra,dinosaur,2,"('cobra', 'dinosaur')"
fg4vb7ldf9,cobra,dinosaur,1,"('cobra', 'dinosaur')"
fg4vb7ldf9,cobra,dinosaur,2,"('cobra', 'dinosaur')"
49qbegbyj2,cobra,dinosaur,2,"('cobra', 'dinosaur')"
7g1fal9av9,cobra,dinosaur,3,"('cobra', 'dinosaur')"
oetk65eov3,cobra,gecko,4,"('cobra', 'gecko')"
d44f8n2x63,cobra,gecko,2,"('cobra', 'gecko')"
49qbegbyj2,cobra,gecko,4,"('cobra', 'gecko')"
49qbegbyj2,cobra,gecko,3,"('cobra', 'gecko')"
9c3uokgnkc,cobra,grinding disc,0,"('cobra', 'grinding disc')"
k1zxdp69ly,cobra,grinding disc,0,"('cobra', 'grinding disc')"
k1zxdp69ly,cobra,grinding disc,0,"('cobra', 'grinding disc')"
d44f8n2x63,cobra,grinding disc,0,"('cobra', 'grinding disc')"
t0sc9xo37h,cobra,grinding disc,0,"('cobra', 'grinding disc')"
49qbegbyj2,cobra,grinding disc,3,"('cobra', 'grinding disc')"
7g1fal9av9,cobra,grinding disc,0,"('cobra', 'grinding disc')"
vlfvz9pzpp,cobra,hammer,1,"('cobra', 'hammer')"
vlfvz9pzpp,cobra,hammer,0,"('cobra', 'hammer')"
k1zxdp69ly,cobra,knife,0,"('cobra', 'knife')"
t0sc9xo37h,cobra,knife,0,"('cobra', 'knife')"
7wjajxhlft,cobra,knife,0,"('cobra', 'knife')"
fg4vb7ldf9,cobra,knife,4,"('cobra', 'knife')"
vlfvz9pzpp,cobra,knife,0,"('cobra', 'knife')"
49qbegbyj2,cobra,knife,0,"('cobra', 'knife')"
49qbegbyj2,cobra,knife,2,"('cobra', 'knife')"
k1zxdp69ly,cobra,lawn mower,0,"('cobra', 'lawn mower')"
d44f8n2x63,cobra,lawn mower,0,"('cobra', 'lawn mower')"
u0t1xkrr0k,cobra,lawn mower,0,"('cobra', 'lawn mower')"
7wjajxhlft,cobra,lawn mower,0,"('cobra', 'lawn mower')"
vlfvz9pzpp,cobra,lawn mower,1,"('cobra', 'lawn mower')"
9c3uokgnkc,cobra,lizard,5,"('cobra', 'lizard')"
oetk65eov3,cobra,lizard,4,"('cobra', 'lizard')"
fg4vb7ldf9,cobra,lizard,4,"('cobra', 'lizard')"
49qbegbyj2,cobra,lizard,4,"('cobra', 'lizard')"
49qbegbyj2,cobra,lizard,3,"('cobra', 'lizard')"
49qbegbyj2,cobra,lizard,5,"('cobra', 'lizard')"
oetk65eov3,cobra,nail,0,"('cobra', 'nail')"
vlfvz9pzpp,cobra,nail,2,"('cobra', 'nail')"
7g1fal9av9,cobra,nail,3,"('cobra', 'nail')"
u0t1xkrr0k,cobra,oilcan,0,"('cobra', 'oilcan')"
7wjajxhlft,cobra,oilcan,0,"('cobra', 'oilcan')"
9c3uokgnkc,cobra,paintbrush,1,"('cobra', 'paintbrush')"
9c3uokgnkc,cobra,paintbrush,1,"('cobra', 'paintbrush')"
u0t1xkrr0k,cobra,paintbrush,0,"('cobra', 'paintbrush')"
7wjajxhlft,cobra,paintbrush,0,"('cobra', 'paintbrush')"
fg4vb7ldf9,cobra,paintbrush,0,"('cobra', 'paintbrush')"
vlfvz9pzpp,cobra,paintbrush,0,"('cobra', 'paintbrush')"
49qbegbyj2,cobra,paintbrush,3,"('cobra', 'paintbrush')"
k1zxdp69ly,cobra,salamander,0,"('cobra', 'salamander')"
k1zxdp69ly,cobra,salamander,5,"('cobra', 'salamander')"
oetk65eov3,cobra,salamander,5,"('cobra', 'salamander')"
vlfvz9pzpp,cobra,salamander,4,"('cobra', 'salamander')"
k1zxdp69ly,cobra,saw,0,"('cobra', 'saw')"
7wjajxhlft,cobra,saw,0,"('cobra', 'saw')"
7wjajxhlft,cobra,saw,0,"('cobra', 'saw')"
7g1fal9av9,cobra,saw,3,"('cobra', 'saw')"
7g1fal9av9,cobra,saw,3,"('cobra', 'saw')"
oetk65eov3,cobra,screwdriver,0,"('cobra', 'screwdriver')"
d44f8n2x63,cobra,screwdriver,0,"('cobra', 'screwdriver')"
fg4vb7ldf9,cobra,screwdriver,1,"('cobra', 'screwdriver')"
49qbegbyj2,cobra,screwdriver,0,"('cobra', 'screwdriver')"
49qbegbyj2,cobra,screwdriver,1,"('cobra', 'screwdriver')"
49qbegbyj2,cobra,screwdriver,2,"('cobra', 'screwdriver')"
9c3uokgnkc,cobra,shovel,0,"('cobra', 'shovel')"
k1zxdp69ly,cobra,shovel,0,"('cobra', 'shovel')"
49qbegbyj2,cobra,shovel,4,"('cobra', 'shovel')"
d44f8n2x63,cobra,snake,2,"('cobra', 'snake')"
vlfvz9pzpp,cobra,snake,6,"('cobra', 'snake')"
7g1fal9av9,cobra,snake,5,"('cobra', 'snake')"
k1zxdp69ly,cobra,spanner,0,"('cobra', 'spanner')"
oetk65eov3,cobra,spanner,0,"('cobra', 'spanner')"
d44f8n2x63,cobra,spanner,0,"('cobra', 'spanner')"
t0sc9xo37h,cobra,spanner,0,"('cobra', 'spanner')"
t0sc9xo37h,cobra,spanner,0,"('cobra', 'spanner')"
7wjajxhlft,cobra,spanner,0,"('cobra', 'spanner')"
9c3uokgnkc,cobra,toad,4,"('cobra', 'toad')"
k1zxdp69ly,cobra,toad,0,"('cobra', 'toad')"
k1zxdp69ly,cobra,toad,4,"('cobra', 'toad')"
oetk65eov3,cobra,toad,4,"('cobra', 'toad')"
oetk65eov3,cobra,toad,4,"('cobra', 'toad')"
u0t1xkrr0k,cobra,toad,4,"('cobra', 'toad')"
7g1fal9av9,cobra,toad,3,"('cobra', 'toad')"
d44f8n2x63,cobra,tortoise,1,"('cobra', 'tortoise')"
9c3uokgnkc,cobra,turtle,5,"('cobra', 'turtle')"
9c3uokgnkc,cobra,turtle,5,"('cobra', 'turtle')"
t0sc9xo37h,cobra,turtle,2,"('cobra', 'turtle')"
fg4vb7ldf9,cobra,turtle,2,"('cobra', 'turtle')"
7g1fal9av9,cobra,turtle,3,"('cobra', 'turtle')"
9c3uokgnkc,cobra,vacuum cleaner,0,"('cobra', 'vacuum cleaner')"
9c3uokgnkc,cobra,vacuum cleaner,0,"('cobra', 'vacuum cleaner')"
k1zxdp69ly,cobra,vacuum cleaner,0,"('cobra', 'vacuum cleaner')"
oetk65eov3,cobra,vacuum cleaner,0,"('cobra', 'vacuum cleaner')"
7wjajxhlft,cobra,vacuum cleaner,0,"('cobra', 'vacuum cleaner')"
7wjajxhlft,cobra,vacuum cleaner,0,"('cobra', 'vacuum cleaner')"
fg4vb7ldf9,cobra,vacuum cleaner,0,"('cobra', 'vacuum cleaner')"
49qbegbyj2,cobra,vacuum cleaner,4,"('cobra', 'vacuum cleaner')"
9c3uokgnkc,crocodile,alligator,6,"('crocodile', 'alligator')"
t0sc9xo37h,crocodile,alligator,6,"('crocodile', 'alligator')"
49qbegbyj2,crocodile,alligator,6,"('crocodile', 'alligator')"
k1zxdp69ly,crocodile,anvil,0,"('crocodile', 'anvil')"
oetk65eov3,crocodile,anvil,0,"('crocodile', 'anvil')"
oetk65eov3,crocodile,anvil,0,"('crocodile', 'anvil')"
d44f8n2x63,crocodile,anvil,0,"('crocodile', 'anvil')"
9c3uokgnkc,crocodile,axe,1,"('crocodile', 'axe')"
t0sc9xo37h,crocodile,axe,0,"('crocodile', 'axe')"
t0sc9xo37h,crocodile,axe,0,"('crocodile', 'axe')"
7wjajxhlft,crocodile,axe,0,"('crocodile', 'axe')"
vlfvz9pzpp,crocodile,axe,2,"('crocodile', 'axe')"
49qbegbyj2,crocodile,axe,0,"('crocodile', 'axe')"
k1zxdp69ly,crocodile,blindworm,0,"('crocodile', 'blindworm')"
k1zxdp69ly,crocodile,blindworm,5,"('crocodile', 'blindworm')"
oetk65eov3,crocodile,blindworm,1,"('crocodile', 'blindworm')"
vlfvz9pzpp,crocodile,blindworm,1,"('crocodile', 'blindworm')"
vlfvz9pzpp,crocodile,blindworm,4,"('crocodile', 'blindworm')"
7g1fal9av9,crocodile,blindworm,3,"('crocodile', 'blindworm')"
7g1fal9av9,crocodile,blindworm,3,"('crocodile', 'blindworm')"
t0sc9xo37h,crocodile,boa,2,"('crocodile', 'boa')"
fg4vb7ldf9,crocodile,boa,4,"('crocodile', 'boa')"
49qbegbyj2,crocodile,boa,4,"('crocodile', 'boa')"
7g1fal9av9,crocodile,boa,3,"('crocodile', 'boa')"
7g1fal9av9,crocodile,boa,3,"('crocodile', 'boa')"
d44f8n2x63,crocodile,caiman,5,"('crocodile', 'caiman')"
7wjajxhlft,crocodile,caiman,6,"('crocodile', 'caiman')"
d44f8n2x63,crocodile,chameleon,4,"('crocodile', 'chameleon')"
u0t1xkrr0k,crocodile,chameleon,4,"('crocodile', 'chameleon')"
7wjajxhlft,crocodile,chameleon,4,"('crocodile', 'chameleon')"
7wjajxhlft,crocodile,chameleon,5,"('crocodile', 'chameleon')"
49qbegbyj2,crocodile,chameleon,4,"('crocodile', 'chameleon')"
9c3uokgnkc,crocodile,chisel,0,"('crocodile', 'chisel')"
9c3uokgnkc,crocodile,chisel,0,"('crocodile', 'chisel')"
oetk65eov3,crocodile,chisel,0,"('crocodile', 'chisel')"
oetk65eov3,crocodile,chisel,0,"('crocodile', 'chisel')"
oetk65eov3,crocodile,chisel,0,"('crocodile', 'chisel')"
vlfvz9pzpp,crocodile,chisel,3,"('crocodile', 'chisel')"
7g1fal9av9,crocodile,chisel,3,"('crocodile', 'chisel')"
k1zxdp69ly,crocodile,cobra,0,"('crocodile', 'cobra')"
d44f8n2x63,crocodile,cobra,2,"('crocodile', 'cobra')"
d44f8n2x63,crocodile,cobra,1,"('crocodile', 'cobra')"
t0sc9xo37h,crocodile,cobra,2,"('crocodile', 'cobra')"
7g1fal9av9,crocodile,cobra,3,"('crocodile', 'cobra')"
9c3uokgnkc,crocodile,dinosaur,5,"('crocodile', 'dinosaur')"
k1zxdp69ly,crocodile,dinosaur,6,"('crocodile', 'dinosaur')"
7wjajxhlft,crocodile,dinosaur,5,"('crocodile', 'dinosaur')"
fg4vb7ldf9,crocodile,dinosaur,5,"('crocodile', 'dinosaur')"
fg4vb7ldf9,crocodile,dinosaur,5,"('crocodile', 'dinosaur')"
vlfvz9pzpp,crocodile,dinosaur,3,"('crocodile', 'dinosaur')"
vlfvz9pzpp,crocodile,dinosaur,4,"('crocodile', 'dinosaur')"
9c3uokgnkc,crocodile,gecko,5,"('crocodile', 'gecko')"
d44f8n2x63,crocodile,gecko,2,"('crocodile', 'gecko')"
t0sc9xo37h,crocodile,gecko,4,"('crocodile', 'gecko')"
u0t1xkrr0k,crocodile,gecko,4,"('crocodile', 'gecko')"
7wjajxhlft,crocodile,gecko,0,"('crocodile', 'gecko')"
7g1fal9av9,crocodile,gecko,3,"('crocodile', 'gecko')"
oetk65eov3,crocodile,grinding disc,0,"('crocodile', 'grinding disc')"
d44f8n2x63,crocodile,grinding disc,0,"('crocodile', 'grinding disc')"
t0sc9xo37h,crocodile,grinding disc,0,"('crocodile', 'grinding disc')"
u0t1xkrr0k,crocodile,grinding disc,0,"('crocodile', 'grinding disc')"
fg4vb7ldf9,crocodile,grinding disc,1,"('crocodile', 'grinding disc')"
d44f8n2x63,crocodile,hammer,0,"('crocodile', 'hammer')"
u0t1xkrr0k,crocodile,hammer,0,"('crocodile', 'hammer')"
u0t1xkrr0k,crocodile,hammer,0,"('crocodile', 'hammer')"
fg4vb7ldf9,crocodile,hammer,0,"('crocodile', 'hammer')"
9c3uokgnkc,crocodile,knife,1,"('crocodile', 'knife')"
k1zxdp69ly,crocodile,knife,0,"('crocodile', 'knife')"
oetk65eov3,crocodile,knife,0,"('crocodile', 'knife')"
u0t1xkrr0k,crocodile,knife,0,"('crocodile', 'knife')"
7wjajxhlft,crocodile,knife,0,"('crocodile', 'knife')"
oetk65eov3,crocodile,lawn mower,0,"('crocodile', 'lawn mower')"
d44f8n2x63,crocodile,lawn mower,0,"('crocodile', 'lawn mower')"
t0sc9xo37h,crocodile,lawn mower,0,"('crocodile', 'lawn mower')"
7wjajxhlft,crocodile,lawn mower,0,"('crocodile', 'lawn mower')"
vlfvz9pzpp,crocodile,lawn mower,1,"('crocodile', 'lawn mower')"
9c3uokgnkc,crocodile,lizard,5,"('crocodile', 'lizard')"
k1zxdp69ly,crocodile,lizard,6,"('crocodile', 'lizard')"
k1zxdp69ly,crocodile,nail,0,"('crocodile', 'nail')"
oetk65eov3,crocodile,nail,0,"('crocodile', 'nail')"
t0sc9xo37h,crocodile,nail,0,"('crocodile', 'nail')"
u0t1xkrr0k,crocodile,nail,0,"('crocodile', 'nail')"
u0t1xkrr0k,crocodile,nail,0,"('crocodile', 'nail')"
u0t1xkrr0k,crocodile,nail,0,"('crocodile', 'nail')"
vlfvz9pzpp,crocodile,nail,0,"('crocodile', 'nail')"
49qbegbyj2,crocodile,nail,3,"('crocodile', 'nail')"
9c3uokgnkc,crocodile,oilcan,0,"('crocodile', 'oilcan')"
9c3uokgnkc,crocodile,oilcan,0,"('crocodile', 'oilcan')"
d44f8n2x63,crocodile,oilcan,0,"('crocodile', 'oilcan')"
t0sc9xo37h,crocodile,oilcan,0,"('crocodile', 'oilcan')"
7wjajxhlft,crocodile,oilcan,0,"('crocodile', 'oilcan')"
7g1fal9av9,crocodile,oilcan,0,"('crocodile', 'oilcan')"
7g1fal9av9,crocodile,oilcan,0,"('crocodile', 'oilcan')"
d44f8n2x63,crocodile,paintbrush,0,"('crocodile', 'paintbrush')"
t0sc9xo37h,crocodile,paintbrush,0,"('crocodile', 'paintbrush')"
vlfvz9pzpp,crocodile,paintbrush,0,"('crocodile', 'paintbrush')"
49qbegbyj2,crocodile,paintbrush,2,"('crocodile', 'paintbrush')"
d44f8n2x63,crocodile,salamander,4,"('crocodile', 'salamander')"
t0sc9xo37h,crocodile,salamander,4,"('crocodile', 'salamander')"
7wjajxhlft,crocodile,salamander,0,"('crocodile', 'salamander')"
u0t1xkrr0k,crocodile,saw,0,"('crocodile', 'saw')"
fg4vb7ldf9,crocodile,saw,0,"('crocodile', 'saw')"
7g1fal9av9,crocodile,saw,3,"('crocodile', 'saw')"
9c3uokgnkc,crocodile,screwdriver,1,"('crocodile', 'screwdriver')"
49qbegbyj2,crocodile,screwdriver,3,"('crocodile', 'screwdriver')"
k1zxdp69ly,crocodile,shovel,0,"('crocodile', 'shovel')"
oetk65eov3,crocodile,shovel,0,"('crocodile', 'shovel')"
u0t1xkrr0k,crocodile,shovel,0,"('crocodile', 'shovel')"
u0t1xkrr0k,crocodile,shovel,0,"('crocodile', 'shovel')"
7wjajxhlft,crocodile,shovel,0,"('crocodile', 'shovel')"
7wjajxhlft,crocodile,shovel,0,"('crocodile', 'shovel')"
fg4vb7ldf9,crocodile,shovel,0,"('crocodile', 'shovel')"
7g1fal9av9,crocodile,shovel,3,"('crocodile', 'shovel')"
k1zxdp69ly,crocodile,snake,4,"('crocodile', 'snake')"
k1zxdp69ly,crocodile,snake,5,"('crocodile', 'snake')"
oetk65eov3,crocodile,snake,4,"('crocodile', 'snake')"
t0sc9xo37h,crocodile,snake,2,"('crocodile', 'snake')"
vlfvz9pzpp,crocodile,snake,6,"('crocodile', 'snake')"
7g1fal9av9,crocodile,snake,3,"('crocodile', 'snake')"
d44f8n2x63,crocodile,spanner,0,"('crocodile', 'spanner')"
t0sc9xo37h,crocodile,spanner,0,"('crocodile', 'spanner')"
t0sc9xo37h,crocodile,spanner,0,"('crocodile', 'spanner')"
oetk65eov3,crocodile,toad,4,"('crocodile', 'toad')"
oetk65eov3,crocodile,toad,4,"('crocodile', 'toad')"
vlfvz9pzpp,crocodile,toad,4,"('crocodile', 'toad')"
vlfvz9pzpp,crocodile,toad,4,"('crocodile', 'toad')"
49qbegbyj2,crocodile,toad,4,"('crocodile', 'toad')"
7g1fal9av9,crocodile,toad,3,"('crocodile', 'toad')"
9c3uokgnkc,crocodile,tortoise,5,"('crocodile', 'tortoise')"
9c3uokgnkc,crocodile,tortoise,5,"('crocodile', 'tortoise')"
oetk65eov3,crocodile,tortoise,4,"('crocodile', 'tortoise')"
oetk65eov3,crocodile,tortoise,4,"('crocodile', 'tortoise')"
d44f8n2x63,crocodile,tortoise,2,"('crocodile', 'tortoise')"
7wjajxhlft,crocodile,tortoise,5,"('crocodile', 'tortoise')"
fg4vb7ldf9,crocodile,tortoise,4,"('crocodile', 'tortoise')"
vlfvz9pzpp,crocodile,tortoise,4,"('crocodile', 'tortoise')"
7g1fal9av9,crocodile,tortoise,3,"('crocodile', 'tortoise')"
k1zxdp69ly,crocodile,turtle,0,"('crocodile', 'turtle')"
k1zxdp69ly,crocodile,turtle,6,"('crocodile', 'turtle')"
d44f8n2x63,crocodile,turtle,2,"('crocodile', 'turtle')"
7wjajxhlft,crocodile,turtle,4,"('crocodile', 'turtle')"
fg4vb7ldf9,crocodile,turtle,4,"('crocodile', 'turtle')"
vlfvz9pzpp,crocodile,turtle,4,"('crocodile', 'turtle')"
vlfvz9pzpp,crocodile,turtle,4,"('crocodile', 'turtle')"
49qbegbyj2,crocodile,turtle,4,"('crocodile', 'turtle')"
k1zxdp69ly,crocodile,vacuum cleaner,0,"('crocodile', 'vacuum cleaner')"
oetk65eov3,crocodile,vacuum cleaner,0,"('crocodile', 'vacuum cleaner')"
fg4vb7ldf9,crocodile,vacuum cleaner,0,"('crocodile', 'vacuum cleaner')"
vlfvz9pzpp,crocodile,vacuum cleaner,0,"('crocodile', 'vacuum cleaner')"
49qbegbyj2,crocodile,vacuum cleaner,2,"('crocodile', 'vacuum cleaner')"
d44f8n2x63,dinosaur,alligator,2,"('dinosaur', 'alligator')"
d44f8n2x63,dinosaur,alligator,2,"('dinosaur', 'alligator')"
vlfvz9pzpp,dinosaur,alligator,4,"('dinosaur', 'alligator')"
49qbegbyj2,dinosaur,alligator,5,"('dinosaur', 'alligator')"
d44f8n2x63,dinosaur,anvil,0,"('dinosaur', 'anvil')"
t0sc9xo37h,dinosaur,axe,0,"('dinosaur', 'axe')"
u0t1xkrr0k,dinosaur,axe,0,"('dinosaur', 'axe')"
7wjajxhlft,dinosaur,axe,0,"('dinosaur', 'axe')"
7g1fal9av9,dinosaur,axe,0,"('dinosaur', 'axe')"
7g1fal9av9,dinosaur,axe,3,"('dinosaur', 'axe')"
k1zxdp69ly,dinosaur,blindworm,6,"('dinosaur', 'blindworm')"
d44f8n2x63,dinosaur,blindworm,0,"('dinosaur', 'blindworm')"
7wjajxhlft,dinosaur,blindworm,4,"('dinosaur', 'blindworm')"
vlfvz9pzpp,dinosaur,blindworm,5,"('dinosaur', 'blindworm')"
d44f8n2x63,dinosaur,boa,1,"('dinosaur', 'boa')"
t0sc9xo37h,dinosaur,boa,2,"('dinosaur', 'boa')"
u0t1xkrr0k,dinosaur,boa,4,"('dinosaur', 'boa')"
7wjajxhlft,dinosaur,boa,0,"('dinosaur', 'boa')"
vlfvz9pzpp,dinosaur,boa,3,"('dinosaur', 'boa')"
7g1fal9av9,dinosaur,boa,3,"('dinosaur', 'boa')"
7g1fal9av9,dinosaur,boa,3,"('dinosaur', 'boa')"
9c3uokgnkc,dinosaur,caiman,5,"('dinosaur', 'caiman')"
oetk65eov3,dinosaur,caiman,4,"('dinosaur', 'caiman')"
vlfvz9pzpp,dinosaur,caiman,4,"('dinosaur', 'caiman')"
49qbegbyj2,dinosaur,caiman,5,"('dinosaur', 'caiman')"
oetk65eov3,dinosaur,chameleon,4,"('dinosaur', 'chameleon')"
oetk65eov3,dinosaur,chameleon,4,"('dinosaur', 'chameleon')"
d44f8n2x63,dinosaur,chameleon,2,"('dinosaur', 'chameleon')"
d44f8n2x63,dinosaur,chameleon,1,"('dinosaur', 'chameleon')"
t0sc9xo37h,dinosaur,chameleon,4,"('dinosaur', 'chameleon')"
u0t1xkrr0k,dinosaur,chameleon,4,"('dinosaur', 'chameleon')"
7wjajxhlft,dinosaur,chameleon,4,"('dinosaur', 'chameleon')"
49qbegbyj2,dinosaur,chameleon,2,"('dinosaur', 'chameleon')"
k1zxdp69ly,dinosaur,chisel,0,"('dinosaur', 'chisel')"
t0sc9xo37h,dinosaur,chisel,0,"('dinosaur', 'chisel')"
t0sc9xo37h,dinosaur,chisel,0,"('dinosaur', 'chisel')"
u0t1xkrr0k,dinosaur,chisel,0,"('dinosaur', 'chisel')"
7wjajxhlft,dinosaur,chisel,0,"('dinosaur', 'chisel')"
fg4vb7ldf9,dinosaur,chisel,0,"('dinosaur', 'chisel')"
9c3uokgnkc,dinosaur,cobra,5,"('dinosaur', 'cobra')"
t0sc9xo37h,dinosaur,cobra,2,"('dinosaur', 'cobra')"
u0t1xkrr0k,dinosaur,cobra,4,"('dinosaur', 'cobra')"
7wjajxhlft,dinosaur,cobra,3,"('dinosaur', 'cobra')"
49qbegbyj2,dinosaur,cobra,4,"('dinosaur', 'cobra')"
7g1fal9av9,dinosaur,cobra,3,"('dinosaur', 'cobra')"
9c3uokgnkc,dinosaur,crocodile,5,"('dinosaur', 'crocodile')"
oetk65eov3,dinosaur,crocodile,4,"('dinosaur', 'crocodile')"
7g1fal9av9,dinosaur,crocodile,3,"('dinosaur', 'crocodile')"
k1zxdp69ly,dinosaur,gecko,6,"('dinosaur', 'gecko')"
d44f8n2x63,dinosaur,gecko,1,"('dinosaur', 'gecko')"
u0t1xkrr0k,dinosaur,grinding disc,0,"('dinosaur', 'grinding disc')"
vlfvz9pzpp,dinosaur,grinding disc,0,"('dinosaur', 'grinding disc')"
49qbegbyj2,dinosaur,grinding disc,0,"('dinosaur', 'grinding disc')"
9c3uokgnkc,dinosaur,hammer,0,"('dinosaur', 'hammer')"
k1zxdp69ly,dinosaur,hammer,0,"('dinosaur', 'hammer')"
oetk65eov3,dinosaur,hammer,0,"('dinosaur', 'hammer')"
oetk65eov3,dinosaur,hammer,0,"('dinosaur', 'hammer')"
t0sc9xo37h,dinosaur,hammer,0,"('dinosaur', 'hammer')"
vlfvz9pzpp,dinosaur,hammer,0,"('dinosaur', 'hammer')"
49qbegbyj2,dinosaur,hammer,2,"('dinosaur', 'hammer')"
k1zxdp69ly,dinosaur,knife,0,"('dinosaur', 'knife')"
t0sc9xo37h,dinosaur,knife,0,"('dinosaur', 'knife')"
t0sc9xo37h,dinosaur,knife,0,"('dinosaur', 'knife')"
fg4vb7ldf9,dinosaur,knife,0,"('dinosaur', 'knife')"
vlfvz9pzpp,dinosaur,knife,0,"('dinosaur', 'knife')"
9c3uokgnkc,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
9c3uokgnkc,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
9c3uokgnkc,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
oetk65eov3,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
d44f8n2x63,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
7wjajxhlft,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
fg4vb7ldf9,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
vlfvz9pzpp,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
7g1fal9av9,dinosaur,lawn mower,0,"('dinosaur', 'lawn mower')"
7g1fal9av9,dinosaur,lawn mower,3,"('dinosaur', 'lawn mower')"
d44f8n2x63,dinosaur,lizard,1,"('dinosaur', 'lizard')"
7g1fal9av9,dinosaur,lizard,4,"('dinosaur', 'lizard')"
9c3uokgnkc,dinosaur,nail,0,"('dinosaur', 'nail')"
u0t1xkrr0k,dinosaur,nail,0,"('dinosaur', 'nail')"
7wjajxhlft,dinosaur,nail,0,"('dinosaur', 'nail')"
7g1fal9av9,dinosaur,nail,0,"('dinosaur', 'nail')"
7g1fal9av9,dinosaur,nail,3,"('dinosaur', 'nail')"
t0sc9xo37h,dinosaur,oilcan,0,"('dinosaur', 'oilcan')"
fg4vb7ldf9,dinosaur,oilcan,0,"('dinosaur', 'oilcan')"
vlfvz9pzpp,dinosaur,oilcan,0,"('dinosaur', 'oilcan')"
7g1fal9av9,dinosaur,oilcan,3,"('dinosaur', 'oilcan')"
7g1fal9av9,dinosaur,oilcan,0,"('dinosaur', 'oilcan')"
7wjajxhlft,dinosaur,paintbrush,0,"('dinosaur', 'paintbrush')"
vlfvz9pzpp,dinosaur,paintbrush,0,"('dinosaur', 'paintbrush')"
49qbegbyj2,dinosaur,paintbrush,3,"('dinosaur', 'paintbrush')"
9c3uokgnkc,dinosaur,salamander,4,"('dinosaur', 'salamander')"
fg4vb7ldf9,dinosaur,salamander,4,"('dinosaur', 'salamander')"
9c3uokgnkc,dinosaur,saw,1,"('dinosaur', 'saw')"
d44f8n2x63,dinosaur,saw,0,"('dinosaur', 'saw')"
7wjajxhlft,dinosaur,saw,0,"('dinosaur', 'saw')"
d44f8n2x63,dinosaur,screwdriver,0,"('dinosaur', 'screwdriver')"
d44f8n2x63,dinosaur,screwdriver,0,"('dinosaur', 'screwdriver')"
u0t1xkrr0k,dinosaur,screwdriver,0,"('dinosaur', 'screwdriver')"
u0t1xkrr0k,dinosaur,screwdriver,0,"('dinosaur', 'screwdriver')"
7wjajxhlft,dinosaur,screwdriver,0,"('dinosaur', 'screwdriver')"
vlfvz9pzpp,dinosaur,screwdriver,0,"('dinosaur', 'screwdriver')"
vlfvz9pzpp,dinosaur,screwdriver,0,"('dinosaur', 'screwdriver')"
oetk65eov3,dinosaur,shovel,0,"('dinosaur', 'shovel')"
d44f8n2x63,dinosaur,shovel,0,"('dinosaur', 'shovel')"
t0sc9xo37h,dinosaur,shovel,0,"('dinosaur', 'shovel')"
7wjajxhlft,dinosaur,shovel,0,"('dinosaur', 'shovel')"
k1zxdp69ly,dinosaur,snake,5,"('dinosaur', 'snake')"
k1zxdp69ly,dinosaur,snake,5,"('dinosaur', 'snake')"
oetk65eov3,dinosaur,snake,4,"('dinosaur', 'snake')"
d44f8n2x63,dinosaur,snake,1,"('dinosaur', 'snake')"
fg4vb7ldf9,dinosaur,snake,4,"('dinosaur', 'snake')"
49qbegbyj2,dinosaur,snake,0,"('dinosaur', 'snake')"
49qbegbyj2,dinosaur,snake,4,"('dinosaur', 'snake')"
49qbegbyj2,dinosaur,snake,4,"('dinosaur', 'snake')"
9c3uokgnkc,dinosaur,spanner,0,"('dinosaur', 'spanner')"
9c3uokgnkc,dinosaur,spanner,0,"('dinosaur', 'spanner')"
k1zxdp69ly,dinosaur,spanner,0,"('dinosaur', 'spanner')"
oetk65eov3,dinosaur,spanner,0,"('dinosaur', 'spanner')"
oetk65eov3,dinosaur,spanner,0,"('dinosaur', 'spanner')"
d44f8n2x63,dinosaur,spanner,0,"('dinosaur', 'spanner')"
t0sc9xo37h,dinosaur,spanner,0,"('dinosaur', 'spanner')"
t0sc9xo37h,dinosaur,spanner,0,"('dinosaur', 'spanner')"
t0sc9xo37h,dinosaur,spanner,0,"('dinosaur', 'spanner')"
7wjajxhlft,dinosaur,spanner,0,"('dinosaur', 'spanner')"
9c3uokgnkc,dinosaur,toad,4,"('dinosaur', 'toad')"
9c3uokgnkc,dinosaur,tortoise,5,"('dinosaur', 'tortoise')"
d44f8n2x63,dinosaur,tortoise,0,"('dinosaur', 'tortoise')"
u0t1xkrr0k,dinosaur,tortoise,4,"('dinosaur', 'tortoise')"
7wjajxhlft,dinosaur,tortoise,4,"('dinosaur', 'tortoise')"
fg4vb7ldf9,dinosaur,tortoise,5,"('dinosaur', 'tortoise')"
d44f8n2x63,dinosaur,turtle,1,"('dinosaur', 'turtle')"
